name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Portillo's,"American, Italian, Burger, Sandwich",4.9,Excellent,1013,$,30,2,River North,"River North, Chicago",Chicago,60610,216,41.8935000000,-87.6314166667,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.9,Excellent,281,$,30,2,Naperville,"Naperville, Chicago",Chicago,60540,216,41.7701000000,-88.2054000000,0,0
Hog Wild,American,4.8,Excellent,67,$,25,2,Midlothian,"Midlothian, Chicago",Chicago,60445,216,41.6210000000,-87.7174000000,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.6,Excellent,91,$,30,2,Vernon Hills,"Vernon Hills, Chicago",Chicago,60061,216,42.2404000000,-87.9592000000,0,0
Top Notch Beefburger,"American, Burger",4.6,Excellent,63,$,25,2,Beverly,"Beverly, Chicago",Chicago,60643,216,41.7211694444,-87.6754916667,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.5,Excellent,95,$,30,2,Naperville,"Naperville, Chicago",Chicago,60563,216,41.7893138889,-88.1320111111,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.5,Excellent,81,$,30,2,Arlington Heights,"Arlington Heights, Chicago",Chicago,60004,216,42.1393861111,-87.9921111111,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.5,Excellent,50,$,30,2,Batavia,"Batavia, Chicago",Chicago,60510,216,41.8608030000,-88.3414100000,0,0
Big & Little's,"Sandwich, Burger, Taco, Mexican",4.4,Very Good,124,$,35,2,River West,"River West, Chicago",Chicago,60610,216,41.8984722222,-87.6373972222,0,0
Edzo's Burger Shop,"Burger, Sandwich",4.4,Very Good,102,$,20,1,Evanston,"Evanston, Chicago",Chicago,60201,216,42.0462888889,-87.6820305556,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.4,Very Good,108,$,30,2,Downers Grove,"Downers Grove, Chicago",Chicago,60515,216,41.8344527778,-88.0226527778,0,0
Buffalo Joe's,"American, Burger, Sandwich",4.4,Very Good,113,$,25,2,Evanston,"Evanston, Chicago",Chicago,60201,216,42.0500722222,-87.6826472222,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.4,Very Good,68,$,30,2,Bolingbrook,"Bolingbrook, Chicago",Chicago,60440,216,41.7110028000,-88.0710143000,0,0
Urbanbelly,Vietnamese,4.3,Very Good,224,$,35,2,West Loop,"West Loop, Chicago",Chicago,60607,216,41.8843277778,-87.6628722222,0,0
Crisp,Korean,4.3,Very Good,169,$,25,2,Lakeview,"Lakeview, Chicago",Chicago,60657,216,41.9358010000,-87.6443870000,0,0
Valois Cafeteria,"Sandwich, American, BBQ",4.3,Very Good,93,$,25,2,Hyde Park,"Hyde Park, Chicago",Chicago,60615,216,41.7997250000,-87.5882027778,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.3,Very Good,65,$,30,2,Niles,"Niles, Chicago",Chicago,60714,216,42.0401000000,-87.8451000000,0,0
Meatheads,Burger,4.3,Very Good,47,$,25,2,Northbrook,"Northbrook, Chicago",Chicago,60062,216,42.1069138889,-87.8035805556,0,0
Uncle Sammy's,"American, Sandwich, Deli",4.3,Very Good,46,$,25,2,Lincoln Park,"Lincoln Park, Chicago",Chicago,60614,216,41.9251270000,-87.6591870000,0,0
Dicola's Seafood,Seafood,4.3,Very Good,50,$,30,2,Morgan Park,"Morgan Park, Chicago",Chicago,60643,216,41.6975750000,-87.6815638889,0,0
Ach-N-Lou's Pizza Pub,Pizza,4.3,Very Good,39,$,35,2,Aurora,"Aurora, Chicago",Chicago,60505,216,41.7907000000,-88.2821000000,0,0
Tsing Tao Mandarin Chinese,Chinese,4.3,Very Good,22,$,40,2,Wilmette,"Wilmette, Chicago",Chicago,60091,216,42.0748055556,-87.7077638889,0,0
Tom Lee's Chop Suey,Chinese,4.3,Very Good,19,$,25,2,Lincoln Square,"Lincoln Square, Chicago",Chicago,60625,216,41.9665060000,-87.6888290000,0,0
Spice N Eat,American,4.3,Very Good,14,$,30,2,Westchester,"Westchester, Chicago",Chicago,60154,216,41.8638611111,-87.8707055556,0,0
Tortas Frontera,"Mexican, Sandwich",4.2,Very Good,162,$,30,2,Airport: Chicago O'Hare,"Airport: Chicago O'Hare, Chicago",Chicago,60666,216,41.9744070000,-87.8910710000,0,0
Del Seoul,"Asian, Fusion",4.2,Very Good,121,$,30,2,Lincoln Park,"Lincoln Park, Chicago",Chicago,60614,216,41.9295194444,-87.6428833333,0,0
Cafecito,"Coffee and Tea, Cuban, Sandwich",4.2,Very Good,120,$,25,2,Loop,"Loop, Chicago",Chicago,60605,216,41.8758150000,-87.6263660000,0,0
Flaco's Tacos,Mexican,4.2,Very Good,81,$,25,2,South Loop,"South Loop, Chicago",Chicago,60605,216,41.8726888889,-87.6292638889,0,0
90 Miles Cuban Café,Cuban,4.2,Very Good,81,$,75,4,Lakeview,"Lakeview, Chicago",Chicago,60618,216,41.9379830000,-87.6857770000,0,0
Five Guys Burgers and Fries,Burger,4.2,Very Good,69,$,25,2,Oak Park,"Oak Park, Chicago",Chicago,60301,216,41.8886694444,-87.8031833333,0,0
Panes Bread Cafe,"Sandwich, Cafe",4.2,Very Good,49,$,25,2,Lakeview,"Lakeview, Chicago",Chicago,60657,216,41.9365611111,-87.6540833333,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.2,Very Good,51,$,30,2,Tinley Park,"Tinley Park, Chicago",Chicago,60477,216,41.6022000000,-87.7945000000,0,0
Noodles & Company,"Asian, American, Italian",4.2,Very Good,52,$,30,2,Evanston,"Evanston, Chicago",Chicago,60201,216,42.0485111111,-87.6843555556,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.2,Very Good,49,$,30,2,St. Charles,"St. Charles, Chicago",Chicago,60174,216,41.9207000000,-88.2630000000,0,0
Buenas Nachos,Mexican,4.2,Very Good,26,$,25,2,Frankfort,"Frankfort, Chicago",Chicago,60423,216,41.5093000000,-87.8497000000,0,0
Tacos Erendira,Mexican,4.2,Very Good,14,$,25,2,Bridgeport,"Bridgeport, Chicago",Chicago,60608,216,41.8358390000,-87.6460760000,0,0
Billy Goat Tavern,"American, Burger",4.1,Very Good,348,$,25,2,Magnificent Mile,"Magnificent Mile, Chicago",Chicago,60611,216,41.8899480000,-87.6242830000,0,0
Antique Taco,Taco,4.1,Very Good,114,$,35,2,Wicker Park,"Wicker Park, Chicago",Chicago,60622,216,41.9065555556,-87.6714861111,0,0
Epic Burger,"Burger, American",4.1,Very Good,123,$,25,2,South Loop,"South Loop, Chicago",Chicago,60605,216,41.8749611111,-87.6277305556,0,0
Portillo's,"American, Italian, Burger, Sandwich",4.1,Very Good,51,$,30,2,Oak Lawn,"Oak Lawn, Chicago",Chicago,60453,216,41.7207027778,-87.7235861111,0,0
Pita Inn,"Middle Eastern, Mediterranean",4.1,Very Good,73,$,25,2,Des Plaines,"Des Plaines, Chicago",Chicago,60016,216,42.0600250000,-87.8438805556,0,0
Soupbox,American,4.1,Very Good,69,$,25,2,Gold Coast,"Gold Coast, Chicago",Chicago,60611,216,41.8967380000,-87.6262860000,0,0
Freddy's Pizza,"Italian, Pizza, Sandwich, Desserts",4.1,Very Good,45,$,25,2,Cicero,"Cicero, Chicago",Chicago,60804,216,41.8580583333,-87.7765583333,0,0
Falafil Hut,"Mediterranean, Middle Eastern",4.1,Very Good,41,$,25,2,Schaumburg,"Schaumburg, Chicago",Chicago,60169,216,42.0474444444,-88.1050027778,0,0
Baby Back Blues,BBQ,4.1,Very Good,47,$,35,2,Plainfield,"Plainfield, Chicago",Chicago,60586,216,41.5887000000,-88.1813000000,0,0
Once Upon a Bagel,"Sandwich, American, Bagels",4.1,Very Good,45,$,25,2,Highland Park,"Highland Park, Chicago",Chicago,60035,216,42.1867000000,-87.8005000000,0,0
Mai Thai Cafe,Thai,4.1,Very Good,34,$,40,2,Wheaton,"Wheaton, Chicago",Chicago,60187,216,41.8655000000,-88.1068000000,0,0
