name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Bistro Merlot,"Canadian, Fusion",4.4,Very Good,37,$,40,3,Pierrefonds-Roxboro,"Pierrefonds-Roxboro, Montreal",Montreal,H9H 3C4,37,45.4551855000,-73.8612829000,0,0
Le Cartet,Breakfast,4.3,Very Good,535,$,40,3,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y2E5,37,45.4993700000,-73.5551530000,0,0
GaNaDaRa,Korean,4.3,Very Good,304,$,15,1,Downtown,"Downtown, Montreal",Montreal,H3H 1J9,37,45.4936971000,-73.5813897000,0,0
Taverne Square Dominion,"French, British",4.3,Very Good,342,$,40,3,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,H3B2V5,37,45.5005270000,-73.5715050000,0,0
Pintxo,"Spanish, Tapas",4.3,Very Good,383,$,40,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T 1P7,37,45.5178840000,-73.5737325000,0,0
Chu Chai,Thai,4.3,Very Good,328,$,40,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W2M5,37,45.5209616000,-73.5766272000,0,0
Régine Café,"Diner, Cafe, British",4.3,Very Good,164,$,25,2,Étienne-Desmarteau,"Étienne-Desmarteau, Montreal",Montreal,H2G2V6,37,45.5437094000,-73.5960930000,0,0
Hwang-Kum,Korean,4.3,Very Good,175,$,25,2,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A 1X7,37,45.4687610000,-73.6190120000,0,0
Kazumi Sushi Lounge,"Asian, Sushi",4.3,Very Good,104,$,40,3,Hochelaga-Maisonneuve,"Hochelaga-Maisonneuve, Montreal",Montreal,H1N,37,45.5807670000,-73.5440290000,0,0
Village Grec,Greek,4.3,Very Good,74,$,25,2,Laval,"Laval, Montreal",Montreal,,37,45.5297670000,-73.7559440000,0,0
Deville Dinerbar,Diner,4.2,Very Good,566,$,40,3,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,H3A1P4,37,45.4996748000,-73.5742857000,0,0
Park Restaurant,"Asian, Japanese, Sushi",4.2,Very Good,370,$,40,3,Westmount,"Westmount, Montreal",Montreal,H3Z 2N4,37,45.4786379000,-73.6026758000,0,0
L'Orignal,"Seafood, American, Steak",4.2,Very Good,278,$,88,4,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 2N7,37,45.5026290000,-73.5579670000,0,0
Milos,"Greek, Mediterranean, Seafood",4.2,Very Good,312,$,40,3,Outremont,"Outremont, Montreal",Montreal,H2V4G9,37,45.5215550000,-73.6007093000,0,0
Pizzeria Magpie,"Pizza, Italian",4.2,Very Good,176,$,40,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T1B9,37,45.5246810000,-73.5954960000,0,0
Ouzeri,"Greek, Mediterranean",4.2,Very Good,136,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2J2L3,37,45.5248670000,-73.5852200000,0,0
Nouveau Palais,"American, Burger, Diner",4.2,Very Good,127,$,25,2,Outremont,"Outremont, Montreal",Montreal,H2V4K8,37,45.5240250000,-73.6054270000,0,0
5 Saisons Sushi,"Sushi, Japanese",4.2,Very Good,107,$,25,2,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A3A7,37,45.4716220000,-73.6134720000,0,0
Malhi Sweets Indian Cuisine,Indian,4.2,Very Good,105,$,25,2,Parc-Extension,"Parc-Extension, Montreal",Montreal,H3N1G9,37,45.5290520000,-73.6370570000,0,0
Hoai Huong,Vietnamese,4.2,Very Good,90,$,25,2,Côte-Des-Neiges,"Côte-Des-Neiges, Montreal",Montreal,H3W 2P9,37,45.4885589000,-73.6246342000,0,0
Joe Beef,"Seafood, Steak",4.1,Very Good,533,$,70,4,Sud-Ouest,"Sud-Ouest, Montreal",Montreal,H3J1N5,37,45.4830280000,-73.5752200000,0,0
Gibbys,"Seafood, Steak",4.1,Very Good,594,$,70,4,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y2B6,37,45.5011393000,-73.5552261000,0,0
Restaurant ChinaTown Kim Fung,Chinese,4.1,Very Good,341,$,25,2,Chinatown,"Chinatown, Montreal",Montreal,H2Z 1Y6,37,45.5072610000,-73.5612380000,0,0
Bottega,"Italian, Pizza",4.1,Very Good,297,$,25,2,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,H2S1K7,37,45.5327090000,-73.6113310000,0,0
Sparrow (Le Moineau),Bar Food,4.1,Very Good,213,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T1A5,37,45.5246890000,-73.5967660000,0,0
La Salle À Manger,French,4.1,Very Good,214,$,40,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,,37,45.5298420000,-73.5773430000,0,0
Jun-I,"Japanese, Sushi",4.0,Very Good,180,$,70,4,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,,37,45.5211166000,-73.5943092000,0,0
La Panthère Verte,"Mediterranean, Vegetarian",4.1,Very Good,172,$,10,1,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,,37,45.4974440000,-73.5799240000,0,0
Rumi,Middle Eastern,4.1,Very Good,158,$,70,4,Outremont,"Outremont, Montreal",Montreal,H2X1T3,37,45.5194140000,-73.5982730000,0,0
Restaurant Pho Tay Ho,Vietnamese,4.1,Very Good,112,$,25,2,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,,37,45.5334270000,-73.6041010000,0,0
Sata Sushi,"Japanese, Sushi",4.1,Very Good,92,$,40,3,Hochelaga-Maisonneuve,"Hochelaga-Maisonneuve, Montreal",Montreal,H1W 1P8,37,45.5426960000,-73.5462851000,0,0
Kam Shing Chinese,Chinese,4.1,Very Good,98,$,25,2,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H3W 1H8,37,45.4948640000,-73.6374010000,0,0
Omma,Korean,4.1,Very Good,97,$,40,3,Outremont,"Outremont, Montreal",Montreal,H2T2K4,37,45.5250985000,-73.6044067000,0,0
Tokyo Sushi Bar,"Japanese, Sushi",4.1,Very Good,80,$,25,2,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 1Z8,37,45.5029410000,-73.5552640000,0,0
Ganges Restaurant,Indian,4.1,Very Good,92,$,30,3,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A 1Y2,37,45.4679117000,-73.6214175000,0,0
Sparta Rotisserie & Grill,"Greek, Mediterranean",4.1,Very Good,72,$,40,3,Downtown,"Downtown, Montreal",Montreal,H3Z 1P2,37,45.4884910000,-73.5852610000,0,0
Campagna,"European, Italian",4.1,Very Good,30,$,40,3,Rosemere,"Rosemere, Montreal",Montreal,J7E3H4,37,45.6386670000,-73.8409930000,0,0
Icehouse,"Southern, Tex-Mex",4.0,Very Good,393,$,40,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W1L8,37,45.5159666000,-73.5755806000,0,0
Lawrence,Canadian,4.0,Very Good,329,$,40,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T2L9,37,45.5239068000,-73.5946698000,0,0
Fabergé,Canadian,4.0,Very Good,234,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T 2M1,37,45.5236510000,-73.5949290000,0,0
Burger Royal,"Burger, Vegetarian",4.1,Very Good,118,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W1X6,37,45.5156239000,-73.5765575000,0,0
Restaurant Beijing,Chinese,4.0,Very Good,272,$,10,1,Chinatown,"Chinatown, Montreal",Montreal,H2Z1K1,37,45.5070650000,-73.5607830000,0,0
Monkland Tavern,French,4.0,Very Good,204,$,40,3,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A1E1,37,45.4762553000,-73.6222588000,0,0
Bonaparte,French,4.0,Very Good,131,$,70,4,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 2T1,37,45.5034400000,-73.5562060000,0,0
Su,"Mediterranean, Middle Eastern, Turkish",4.0,Very Good,129,$,40,3,Verdun,"Verdun, Montreal",Montreal,H4G 1Y2,37,45.4549109000,-73.5678434000,0,0
Maison VIP,Chinese,4.0,Very Good,120,$,25,2,Chinatown,"Chinatown, Montreal",Montreal,H2Z1K3,37,45.5080510000,-73.5606090000,0,0
Hof Kelsten,"Eastern European, Bakery, Cafe",4.0,Very Good,94,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T1N4,37,45.5202330000,-73.5866320000,0,0
Coco Rico,"BBQ, Portuguese",4.0,Very Good,138,$,30,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W1Y2,37,45.5163440000,-73.5777750000,0,0
Ma Poule Mouillée,"Portuguese, Deli",4.0,Very Good,78,$,20,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2J2J2,37,45.5252188000,-73.5750686000,0,0
Yuukai Fusion Japonaise,"Asian, Japanese, Sushi",4.0,Very Good,86,$,40,3,Outremont,"Outremont, Montreal",Montreal,H2V4H1,37,45.5228610000,-73.6040410000,0,0
La Sirene de la Mer,"Mediterranean, Seafood, Lebanese",4.0,Very Good,92,$,43,3,Mont-Royal,"Mont-Royal, Montreal",Montreal,H3P 2B6,37,45.5161296000,-73.6302400000,0,0
Casa Tapas,"Mediterranean, Spanish, Tapas",4.0,Very Good,131,$,70,4,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W 1E5,37,45.5204020000,-73.5792270000,0,0
Auberge Le St-Gabriel,"French, Bar Food",4.0,Very Good,75,$,50,4,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y2Z9,37,45.5064830000,-73.5543080000,0,0
Villa du Souvlaki,Greek,4.0,Very Good,87,$,40,3,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A1V5,37,45.4738660000,-73.6096480000,0,0
Cafe Saigon,Vietnamese,4.0,Very Good,83,$,25,2,The Gay Village,"The Gay Village, Montreal",Montreal,H2L,37,45.5162443000,-73.5578374000,0,0
La Verita,Italian,4.0,Very Good,69,$,40,3,Dollard-Des Ormeaux,"Dollard-Des Ormeaux, Montreal",Montreal,,37,45.4852040000,-73.8031000000,0,0
Kyoto,"Japanese, Sushi",4.0,Very Good,54,$,25,2,Saint-Laurent,"Saint-Laurent, Montreal",Montreal,H4A 3J1,37,45.5124976000,-73.6797505000,0,0
Maison India,"Indian, Bar Food",4.0,Very Good,65,$,40,3,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A,37,45.4690380000,-73.6185830000,0,0
Fay Wong,Chinese,4.0,Very Good,45,$,10,1,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4V1J3,37,45.4657570000,-73.6533420000,0,0
La Chinoise,"Asian, Chinese, Thai",4.0,Very Good,35,$,40,3,Vaudreuil-Soulanges,"Vaudreuil-Soulanges, Montreal",Montreal,J7V 2N7,37,45.4040020000,-74.0315720000,0,0
I Sushi,Sushi,4.0,Very Good,26,$,10,1,Downtown,"Downtown, Montreal",Montreal,H2Z 1N7,37,45.5026406000,-73.5625943000,0,0
Famous Gyros Elatos,Greek,4.0,Very Good,24,$,10,1,Parc-Extension,"Parc-Extension, Montreal",Montreal,H3N 1G1,37,45.5316760000,-73.6355010000,0,0
Grumman '78,"Mexican, Fusion",3.9,Good,260,$,25,2,Sud-Ouest,"Sud-Ouest, Montreal",Montreal,H4C1L5,37,45.4736556000,-73.5907346000,0,0
Le Chien Fumant,"American, Canadian, British",3.9,Good,192,$,70,4,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2J 3P7,37,45.5312750000,-73.5795270000,0,0
Les 400 Coups,Fusion,3.9,Good,155,$,70,4,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y1C8,37,45.5102000000,-73.5524690000,0,0
Joverse Bar-Cuisine,"Latin American, Tapas, Tex-Mex",3.9,Good,181,$,25,2,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 1L2,37,45.5054869000,-73.5569409000,0,0
Le Passé Composé,French,3.9,Good,102,$,40,3,The Gay Village,"The Gay Village, Montreal",Montreal,H2L 2A5,37,45.5222910000,-73.5694880000,0,0
Le Vin Papillon,"French, Canadian",3.9,Good,113,$,25,2,Sud-Ouest,"Sud-Ouest, Montreal",Montreal,H3J1N4,37,45.4828430000,-73.5756270000,0,0
Comptoir 21,"Fish and Chips, Seafood, British",3.9,Good,129,$,10,1,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,H2T2K7,37,45.5256690000,-73.5992500000,0,0
Brigade Pizzeria Napolitaine,"Pizza, Italian, Sandwich",3.9,Good,75,$,25,2,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,H3A,37,45.4996280000,-73.5744550000,0,0
Bangkok Cuisine,Thai,3.9,Good,135,$,20,2,Downtown,"Downtown, Montreal",Montreal,H2L 2H4,37,45.5197610000,-73.5551010000,0,0
Sel Gras,"Mediterranean, Portuguese",3.9,Good,61,$,40,3,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T1S4,37,45.5242631000,-73.5954601000,0,0
Salmigondis,Italian,3.9,Good,42,$,40,3,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,H2S3B2,37,45.5336430000,-73.6141855000,0,0
Peking Garden,Chinese,3.9,Good,74,$,10,1,Côte-Des-Neiges,"Côte-Des-Neiges, Montreal",Montreal,H3W 1Y3,37,45.4842600000,-73.6288930000,0,0
Restaurant Thailande,Thai,3.9,Good,76,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T2J8,37,45.5262440000,-73.6031240000,0,0
Rotisserie Panama Restaurant,Greek,3.9,Good,63,$,25,2,Parc-Extension,"Parc-Extension, Montreal",Montreal,,37,45.5263520000,-73.6246130000,0,0
Copoli,"Canadian, Pizza, Sandwich",3.9,Good,54,$,25,2,Westmount,"Westmount, Montreal",Montreal,H3Z 1R7,37,45.4817931000,-73.5924584000,0,0
Karin Japanese Restaurant,Japanese,3.9,Good,51,$,25,2,Côte-Des-Neiges,"Côte-Des-Neiges, Montreal",Montreal,H3X1T7,37,45.4828880000,-73.6294660000,0,0
Restaurant Toroli,"French, Japanese, Fusion",3.9,Good,38,$,70,4,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2J 1Z9,37,45.5233491000,-73.5801469000,0,0
Restaurant Épik,Mediterranean,3.9,Good,12,$,30,3,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 1Z5,37,45.5031590000,-73.5550970000,0,0
Le Local,French,3.8,Good,224,$,40,3,Old Montréal,"Old Montréal, Montreal",Montreal,H3C4C9,37,45.4983460000,-73.5575570000,0,0
KINKA IZAKAYA,"Japanese, Sushi, Tapas",3.8,Good,108,$,25,2,Downtown,"Downtown, Montreal",Montreal,H3H 1L9,37,45.4938884000,-73.5791732000,0,0
Balsam Inn,"Italian, Tapas",3.8,Good,62,$,40,3,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,H3B2V5,37,45.5004983000,-73.5715054000,0,0
Barbounya,Turkish,3.8,Good,76,$,25,2,Outremont,"Outremont, Montreal",Montreal,H2T 2N8,37,45.5205762000,-73.5949327000,0,0
Olive Et Gourmando,"Cafe, Bakery",4.9,Excellent,906,$,25,2,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 2A7,37,45.5012050000,-73.5564960000,0,0
Opiano,"Korean, Sushi",4.4,Very Good,26,$,25,2,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,H3A 1H3,37,45.5018212000,-73.5769085000,0,0
Régine Café,"Diner, Cafe, British",4.3,Very Good,164,$,25,2,Étienne-Desmarteau,"Étienne-Desmarteau, Montreal",Montreal,H2G2V6,37,45.5437094000,-73.5960930000,0,0
Cafe Myriade,Cafe,4.2,Very Good,238,$,10,1,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,H3G2H7,37,45.4961770000,-73.5779270000,0,0
Byblos Le Petit Cafe,"Cafe, Middle Eastern",4.1,Very Good,166,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2J 3W5,37,45.5343930000,-73.5831250000,0,0
Ta pies,"Fast Food, Bakery, Australian",4.1,Very Good,70,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2V4E3,37,45.5174160320,-73.5901238769,0,0
La Bistrote,"Cafe, Sandwich, Healthy Food",4.1,Very Good,76,$,10,1,Sud-Ouest,"Sud-Ouest, Montreal",Montreal,H3C1L2,37,45.4907126000,-73.5665298000,0,0
La Croissanterie Figaro,"French, Bakery, Cafe",4.0,Very Good,201,$,25,2,Outremont,"Outremont, Montreal",Montreal,H2V 4B3,37,45.5196050000,-73.5988810000,0,0
Hof Kelsten,"Eastern European, Bakery, Cafe",4.0,Very Good,94,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T1N4,37,45.5202330000,-73.5866320000,0,0
Orange Café,"Cafe, Vegetarian",4.0,Very Good,108,$,25,2,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A 3J6,37,45.4773120000,-73.6155250000,0,0
Café Larue & fils,Cafe,3.9,Good,43,$,25,2,Villeray,"Villeray, Montreal",Montreal,,37,45.5377530000,-73.6180040000,0,0
Arts Café,Cafe,3.8,Good,84,$,10,1,Outremont,"Outremont, Montreal",Montreal,H2T2M7,37,45.5214660000,-73.5969970000,0,0
Toi Moi Et Cafe,"Coffee and Tea, Sandwich",3.8,Good,101,$,40,3,Outremont,"Outremont, Montreal",Montreal,H2T 2N8,37,45.5203480000,-73.5949754000,0,0
Au Pain Perdu,"American, French",3.8,Good,78,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2J3J1,37,45.5286600000,-73.5783500000,0,0
Pavé Lunch Experts,"Cafe, Desserts, Coffee and Tea",3.8,Good,62,$,10,1,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y1T3,37,45.5032563000,-73.5580312000,0,0
Le Lapin Presse,Cafe,3.8,Good,59,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2J1H5,37,45.5331280000,-73.5842370000,0,0
Gastronomia Roberto,"Italian, Ice Cream, Cafe",3.8,Good,42,$,40,3,Saint-Michel,"Saint-Michel, Montreal",Montreal,H2G1C5,37,45.5495636000,-73.6008947000,0,0
Kafein cafe-bar,"Cafe, Coffee and Tea, Sandwich",3.7,Good,71,$,10,1,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,,37,45.4969390000,-73.5768100000,0,0
Nespresso Montreal Boutique,"Coffee and Tea, Cafe",3.7,Good,54,$,25,2,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,,37,45.4983920000,-73.5777860000,0,0
Caffè Italia,"Cafe, Desserts",3.7,Good,37,$,10,1,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,H2S3C7,37,45.5327250000,-73.6143460000,0,0
Café Shaika,"Sandwich, Coffee and Tea",3.7,Good,52,$,25,2,Notre-Dame-de-Grâce,"Notre-Dame-de-Grâce, Montreal",Montreal,H4A 3A7,37,45.4721210000,-73.6128270000,0,0
Café Joe,"Cafe, Burger, Crepes",3.7,Good,41,$,10,1,Westmount,"Westmount, Montreal",Montreal,H4C 1A5,37,45.4849480000,-73.5815020000,0,0
Cafe Parvis,Cafe,3.6,Good,89,$,25,2,Quartier des Spectacles,"Quartier des Spectacles, Montreal",Montreal,H3A,37,45.5058190000,-73.5692700000,0,0
Café Cherrier,"French, Cafe",3.6,Good,76,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,,37,45.5218469000,-73.5666661000,0,0
Le Café Bloom,"Cafe, Healthy Food",3.6,Good,46,$,25,2,Sud-Ouest,"Sud-Ouest, Montreal",Montreal,H3K1J1,37,45.4823289000,-73.5629864000,0,0
En Couleur Café Crêperie,"Cafe, Desserts",3.6,Good,29,$,25,2,The Gay Village,"The Gay Village, Montreal",Montreal,H2L 1Z9,37,45.5191882000,-73.5574234000,0,0
Cafe Gentile,Cafe,3.6,Good,20,$,10,1,Saint-Sulpice,"Saint-Sulpice, Montreal",Montreal,H2N,37,45.5383310000,-73.6543680000,0,0
Resonance Café,"Cafe, Coffee and Tea, Vegetarian",3.6,Good,26,$,20,2,Outremont,"Outremont, Montreal",Montreal,H3N 2H3,37,45.5204163000,-73.5972008000,0,0
Le Butterblume,Canadian,3.5,Good,14,$,0,1,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,H2T 1T3,37,45.5300000000,-73.6000000000,0,0
Cafe Vito,"Coffee and Tea, Ice Cream, Cafe",3.5,Good,29,$,10,1,Parc-Extension,"Parc-Extension, Montreal",Montreal,,37,45.5384408000,-73.6245471000,0,0
Café Replika,"Cafe, Sandwich",3.5,Good,31,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W 1E5,37,45.5203072000,-73.5795576000,0,0
Restaurant de L'Apothicaire,Cafe,3.5,Good,11,$,0,1,The Gay Village,"The Gay Village, Montreal",Montreal,,37,45.5378680000,-73.6012460000,0,0
La Cornetteria,"Bakery, Italian, Cafe",3.4,Average,76,$,10,1,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,H2S,37,45.5307500000,-73.6100900000,0,0
Salon de Thé Cardinal Tea Room,Cafe,3.4,Average,28,$,10,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T1S5,37,45.5247442000,-73.5965787000,0,0
Cafe Cantina,"Cafe, Mexican",3.4,Average,23,$,20,2,Sud-Ouest,"Sud-Ouest, Montreal",Montreal,H3K2J7,37,45.4826916000,-73.5622739000,0,0
Brasserie Capri,Cafe,3.4,Average,18,$,20,2,Sud-Ouest,"Sud-Ouest, Montreal",Montreal,H3K1B1,37,45.4730720000,-73.5625450000,0,0
Le Cozy Café,Cafe,3.4,Average,12,$,25,2,Vaudreuil-Soulanges,"Vaudreuil-Soulanges, Montreal",Montreal,J0P 1H0,37,45.4592919000,-74.1432877000,0,0
Twigs,"Coffee and Tea, Sandwich",3.4,Average,12,$,10,1,Vaudreuil-Soulanges,"Vaudreuil-Soulanges, Montreal",Montreal,H9X 1L9,37,45.9979156305,-74.8388671875,0,0
Fromagerie Copette et Cie,"Cafe, Coffee and Tea, Sandwich",3.4,Average,12,$,15,1,Verdun,"Verdun, Montreal",Montreal,H4G 1w9,37,45.4578795000,-73.5672323000,0,0
Cafe Myriade Dominion Square,Cafe,3.3,Average,20,$,10,1,Golden Square Mile,"Golden Square Mile, Montreal",Montreal,H3B,37,45.5006665000,-73.5722459000,0,0
Crew Collective & Café,Coffee and Tea,3.3,Average,16,$,15,1,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 2N1,37,45.5023390000,-73.5593070000,0,0
Kilo Cafe,"Desserts, Cafe, Bar Food",3.3,Average,15,$,25,2,Saint-Édouard,"Saint-Édouard, Montreal",Montreal,H2T2L9,37,45.5260765000,-73.5997218000,0,0
Paolo's Cafés,Cafe,3.3,Average,4,$,0,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2T1R4,37,45.5207290000,-73.5873540000,0,0
Café Tommy,Cafe,3.2,Average,29,$,10,1,Old Montréal,"Old Montréal, Montreal",Montreal,,37,45.5038590000,-73.5574435000,0,0
Le Petit Dep,Cafe,3.2,Average,9,$,0,1,Old Montréal,"Old Montréal, Montreal",Montreal,H2Y 1Z5,37,45.5030201151,-73.5552492833,0,0
Cafe Chat L'Heureux,"Beverages, Vegetarian, Cafe",3.2,Average,16,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W1H3,37,45.5185461000,-73.5778311000,0,0
Bar Darling,"Cafe, Coffee and Tea",3.2,Average,8,$,25,2,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W 1Z3,37,45.5187747000,-73.5841401000,0,0
Brulerie St Denis,Cafe,3.2,Average,20,$,0,1,Plateau Mont-Royal,"Plateau Mont-Royal, Montreal",Montreal,H2W2M2,37,45.5203070000,-73.5744810000,0,0
