name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Bastian,Seafood,4.5,Excellent,1017,Rs.,2500,4,"Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",Mumbai,,1,19.0636465600,72.8349915147,0,0
Burma  Burma,"Asian, Burmese",4.5,Excellent,2558,Rs.,1500,3,Fort,"Fort, Mumbai",Mumbai,400001,1,18.9295675000,72.8319193000,1,1
Smoke House Deli,"European, Italian, Salad",4.5,Excellent,1502,Rs.,1400,3,"First International Financial Centre, Bandra Kurla Complex","First International Financial Centre, Bandra Kurla Complex, Mumbai",Mumbai,,1,19.0687975002,72.8694796935,1,0
70 Beans,"Cafe, Continental, North Indian, Italian, Salad, Sandwich, Burger, Desserts",4.5,Excellent,548,Rs.,1000,3,Vashi,"Vashi, Navi Mumbai",Navi Mumbai,,1,19.0844565794,73.0075101927,1,0
Barbeque Nation,"North Indian, Kebab, BBQ, Chinese, Continental",4.5,Excellent,782,Rs.,1900,3,"R Mall, Mulund West","R Mall, Mulund West, Mumbai",Mumbai,,1,19.1837682693,72.9512907565,0,0
KOKO Asian Gastropub,Asian,4.5,Excellent,544,Rs.,3000,4,Kamala Mills Compound,"Kamala Mills Compound, Mumbai",Mumbai,,1,19.0028857245,72.8281418234,0,0
Kerala Cafe,"South Indian, Chinese, Beverages",4.5,Excellent,448,Rs.,800,2,Vasai,"Vasai, Mumbai",Mumbai,401202,1,19.3717737961,72.8224434704,1,1
B - Kitchen & Bar,"Mexican, Finger Food, European, Asian, Middle Eastern",4.5,Excellent,254,Rs.,2500,4,Juhu,"Juhu, Mumbai",Mumbai,,1,19.0945560000,72.8286670000,0,0
Swati Snacks,"Gujarati, Street Food",4.5,Excellent,239,Rs.,800,2,Nariman Point,"Nariman Point, Mumbai",Mumbai,,1,18.9242664000,72.8246624000,1,0
Talaiva,"North Indian, Continental, Indian",4.4,Very Good,1495,Rs.,1500,3,Kamala Mills Compound,"Kamala Mills Compound, Mumbai",Mumbai,400013,1,19.0057346178,72.8268215060,0,0
Chili's American Grill & Bar,"American, Mexican, Burger",4.4,Very Good,5019,Rs.,1800,3,"Inorbit Mall, Malad West","Inorbit Mall, Malad West, Mumbai",Mumbai,,1,19.1735345123,72.8359235823,1,1
The Market Project by PizzaExpress,Continental,4.4,Very Good,1663,Rs.,1200,3,"Phoenix Market City, Kurla","Phoenix Market City, Kurla, Mumbai",Mumbai,,1,19.0854648000,72.8890101000,1,1
The Fusion Kitchen,"Mexican, Italian, North Indian, Chinese, European",4.4,Very Good,3720,Rs.,1500,3,Borivali West,"Borivali West, Mumbai",Mumbai,400103,1,19.2546708000,72.8490093000,1,1
Aquafire Restaurant,"North Indian, Continental, Chinese, Italian",4.4,Very Good,790,Rs.,1100,3,Vile Parle East,"Vile Parle East, Mumbai",Mumbai,,1,19.1071980901,72.8519299999,1,1
Sammy Sosa,"Mexican, Italian, Continental, Salad, Healthy Food",4.4,Very Good,3050,Rs.,1700,3,"Oshiwara, Andheri West","Oshiwara, Andheri West, Mumbai",Mumbai,0,1,19.1513589282,72.8317319602,1,1
Chili's American Grill & Bar,"American, Mexican, Burger",4.4,Very Good,3594,Rs.,1800,3,"Inorbit Mall, Vashi","Inorbit Mall, Vashi, Navi Mumbai",Navi Mumbai,,1,19.0654848192,73.0010876432,1,1
South High Restaurant & Bar,"Biryani, North Indian, Seafood, South Indian",4.4,Very Good,206,Rs.,1400,3,Malad West,"Malad West, Mumbai",Mumbai,,1,19.1762256179,72.8368935362,1,1
Hunger Villa,"Thai, Cafe, Sandwich, Beverages, Italian, Mexican, Pizza",4.4,Very Good,190,Rs.,600,2,Borivali West,"Borivali West, Mumbai",Mumbai,,1,19.2235690000,72.8510580000,1,0
Stacks And Racks,"American, Burger, Fast Food",4.4,Very Good,1827,Rs.,1000,3,Malad West,"Malad West, Mumbai",Mumbai,400064,1,19.1812831179,72.8362994269,0,0
Capital Social,"American, North Indian, Chinese, Finger Food",4.4,Very Good,1718,Rs.,1400,3,Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai",Mumbai,,1,19.0638303551,72.8619970009,1,0
Bombay Salad Co.,"Salad, Healthy Food, Juices",4.4,Very Good,2053,Rs.,900,2,"Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",Mumbai,400050,1,19.0646323967,72.8308515251,0,0
Hard Rock Cafe,"American, Continental, Italian, Salad",4.4,Very Good,2325,Rs.,2500,4,Veera Desai Area,"Veera Desai Area, Mumbai",Mumbai,,1,19.1360701000,72.8355079000,0,1
The Post Office Bistro & Bar,"Continental, Desserts, Italian, North Indian, BBQ, Asian",4.4,Very Good,597,Rs.,700,2,Vasai,"Vasai, Mumbai",Mumbai,401201,1,19.3435107168,72.8070972115,0,1
1441 Pizzeria,"Pizza, Salad",4.4,Very Good,1438,Rs.,1000,3,"Andheri Lokhandwala, Andheri West","Andheri Lokhandwala, Andheri West, Mumbai",Mumbai,,1,19.1473415984,72.8292924911,1,0
India Bistro,North Indian,4.4,Very Good,1463,Rs.,1200,3,"Upvan, Thane West","Upvan, Thane West, Thane",Thane,,1,19.2083235881,72.9636463523,1,1
Sammy Sosa,"Mexican, Italian, Continental, Salad, Healthy Food",4.4,Very Good,458,Rs.,1700,3,CBD-Belapur,"CBD-Belapur, Navi Mumbai",Navi Mumbai,,1,19.0102698590,73.0369880050,1,1
One Too Many - Regenza By Tunga,"North Indian, Mexican, Italian, Finger Food",4.4,Very Good,560,Rs.,1400,3,"Regenza By Tunga Hotels, Vashi","Regenza By Tunga Hotels, Vashi, Navi Mumbai",Navi Mumbai,,1,19.0668027380,72.9991155490,1,1
Arya Bhavan,"South Indian, Fast Food",4.4,Very Good,934,Rs.,400,1,Matunga East,"Matunga East, Mumbai",Mumbai,0,1,19.0270447699,72.8509382531,0,0
IMBISS,"German, European, Continental, Burger",4.4,Very Good,3199,Rs.,1000,3,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai",Mumbai,400 050,1,19.0538655124,72.8297692537,0,0
London Taxi,"Asian, British, Continental, European",4.4,Very Good,425,Rs.,2500,4,Kamala Mills Compound,"Kamala Mills Compound, Mumbai",Mumbai,400013,1,19.0047220000,72.8260620000,0,1
House of Mandarin,"Chinese, Sushi, Asian",4.4,Very Good,337,Rs.,2100,4,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai",Mumbai,,1,19.0549997189,72.8266783431,0,1
Ferry Wharf,"Seafood, Mangalorean",4.4,Very Good,262,Rs.,1500,3,"Reclamation, Bandra West","Reclamation, Bandra West, Mumbai",Mumbai,,1,19.0495041803,72.8293116018,1,1
Keiba,"Asian, Japanese",4.4,Very Good,317,Rs.,1500,3,Mahalaxmi,"Mahalaxmi, Mumbai",Mumbai,,1,18.9799796362,72.8204207495,1,1
Curry Tales,"Kerala, Maharashtrian",4.4,Very Good,318,Rs.,1150,3,Khar,"Khar, Mumbai",Mumbai,,1,19.0711008741,72.8381934017,1,0
House of Nomad - Taj Lands End,Continental,4.4,Very Good,232,Rs.,1500,3,"Taj Lands End, Bandra","Taj Lands End, Bandra, Mumbai",Mumbai,,1,19.0444401123,72.8189907968,0,0
U-Turn Sports Bar,"North Indian, Chinese, Continental, Italian",4.4,Very Good,122,Rs.,1500,3,Khar,"Khar, Mumbai",Mumbai,,1,19.0711915001,72.8399056569,0,0
Angrezi Dhaba,"North Indian, Chinese, Thai, European",4.3,Very Good,980,Rs.,750,2,Dadar West,"Dadar West, Mumbai",Mumbai,,1,19.0198664614,72.8413305804,1,0
Delhi Highway,"North Indian, Mughlai",4.3,Very Good,2295,Rs.,1200,3,Sakinaka,"Sakinaka, Mumbai",Mumbai,,1,19.1073333658,72.8837560862,1,0
JLWA,"Modern Indian, European, Pizza, Grill",4.3,Very Good,1059,Rs.,1600,3,"Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",Mumbai,,1,19.0601851523,72.8363953158,0,1
SodaBottleOpenerWala,"Parsi, Iranian, Indian",4.3,Very Good,2859,Rs.,1300,3,Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai",Mumbai,400051,1,19.0638091236,72.8620258346,1,0
Chili's American Grill & Bar,"American, Mexican, Burger",4.3,Very Good,2189,Rs.,1800,3,"Phoenix Market City, Kurla","Phoenix Market City, Kurla, Mumbai",Mumbai,,1,19.0863724000,72.8877698000,1,1
Zaika Crave - Club Aquaria,"Continental, Beverages, Desserts, North Indian, Chinese, BBQ, Indian",4.3,Very Good,779,Rs.,1300,3,Borivali West,"Borivali West, Mumbai",Mumbai,400103,1,19.2402832937,72.8485148773,1,1
Light House Cafe,"Continental, Thai, Italian, Mexican, Mediterranean",4.3,Very Good,2100,Rs.,1200,3,Worli,"Worli, Mumbai",Mumbai,,1,18.9943355817,72.8150164336,0,1
145 Bandra,"Mexican, American, Desserts, European, Modern Indian",4.3,Very Good,1063,Rs.,1400,3,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai",Mumbai,,1,19.0602998683,72.8294178844,1,0
+91,"North Indian, Kebab, Indian, Seafood, Biryani",4.3,Very Good,778,Rs.,1800,3,Juhu,"Juhu, Mumbai",Mumbai,400049,1,19.1139180218,72.8355775774,1,1
Qilaa de Vashi,"Continental, Mughlai, Indian",4.3,Very Good,286,Rs.,1000,3,Vashi,"Vashi, Navi Mumbai",Navi Mumbai,400703,1,19.0907607952,73.0052386969,0,0
Mahesh Lunch Home,"Seafood, North Indian, Chinese, Mangalorean",4.4,Very Good,1406,Rs.,1800,3,Juhu,"Juhu, Mumbai",Mumbai,0,1,19.1032728000,72.8267956000,1,1
Da Capo Cafe & Bistro,"Continental, Mexican, Cafe, Desserts, Italian, Pizza, Salad, Lebanese",4.3,Very Good,1787,Rs.,850,2,Kharghar,"Kharghar, Navi Mumbai",Navi Mumbai,410210,1,19.0320012890,73.0668664724,1,1
Todi Mill Social,"American, North Indian, Chinese, Finger Food",4.3,Very Good,4099,Rs.,1400,3,Lower Parel,"Lower Parel, Mumbai",Mumbai,400013,1,18.9999927000,72.8305345000,1,0
PizzaExpress,"Italian, Pizza",4.3,Very Good,2887,Rs.,1500,3,Colaba,"Colaba, Mumbai",Mumbai,0,1,18.9238764955,72.8332943469,1,1
145 Kala Ghoda,"Modern Indian, American, Mexican, Asian, Desserts",4.3,Very Good,2588,Rs.,1500,3,Fort,"Fort, Mumbai",Mumbai,,1,18.9274680000,72.8324963000,1,0
Farzi Cafe,Modern Indian,4.3,Very Good,625,Rs.,1500,3,"Oberoi Mall, Goregaon East","Oberoi Mall, Goregaon East, Mumbai",Mumbai,,1,19.1739383000,72.8605481000,0,0
Chulha,"North Indian, Chinese, Biryani, Oriental",4.3,Very Good,349,Rs.,900,2,Vashi,"Vashi, Navi Mumbai",Navi Mumbai,400705,1,19.0672745751,73.0081515759,1,1
The Wine Rack,"European, North Indian, Continental",4.3,Very Good,836,Rs.,2700,4,"High Street Phoenix, Lower Parel","High Street Phoenix, Lower Parel, Mumbai",Mumbai,400013,1,18.9947027000,72.8226158000,1,0
Royal Oak Brewery,"Continental, Chinese, North Indian",4.3,Very Good,873,Rs.,1500,3,"Satra Plaza, Vashi","Satra Plaza, Vashi, Navi Mumbai",Navi Mumbai,400703,1,19.0822981929,73.0060735345,0,1
Family Tree,"Italian, Mexican, North Indian, Chinese, Salad",4.3,Very Good,546,Rs.,800,2,Mulund West,"Mulund West, Mumbai",Mumbai,,1,19.1716654696,72.9417109117,1,0
Colaba Social,"American, North Indian, Chinese, Finger Food",4.3,Very Good,6179,Rs.,1400,3,Colaba,"Colaba, Mumbai",Mumbai,400001,1,18.9215951872,72.8325822204,1,0
SpiceKlub,"North Indian, Modern Indian",4.3,Very Good,4485,Rs.,2100,4,Lower Parel,"Lower Parel, Mumbai",Mumbai,400013,1,18.9942914000,72.8255723000,1,0
SodaBottleOpenerWala,"Parsi, Iranian, Indian",4.3,Very Good,1429,Rs.,1300,3,Powai,"Powai, Mumbai",Mumbai,,1,19.1234630105,72.9127091914,1,0
1441 Pizzeria,"Pizza, Salad",4.3,Very Good,1186,Rs.,1000,3,Fort,"Fort, Mumbai",Mumbai,,1,18.9291371000,72.8344812000,1,0
Naka,"Mughlai, North Indian, Chinese, Awadhi",4.3,Very Good,261,Rs.,800,2,"Owale, Thane West","Owale, Thane West, Thane",Thane,,1,19.2760632000,72.9576408000,0,0
The Sassy Spoon,"European, Mediterranean, Asian, Modern Indian, Finger Food, Salad, Desserts",4.3,Very Good,2001,Rs.,1800,3,Nariman Point,"Nariman Point, Mumbai",Mumbai,,1,18.9283278000,72.8225141000,1,1
Arth,Modern Indian,4.3,Very Good,717,Rs.,2500,4,Khar,"Khar, Mumbai",Mumbai,,1,19.0681500000,72.8317220000,1,1
Glocal Junction,"Continental, Fast Food, North Indian, Salad, European",4.3,Very Good,1711,Rs.,1500,3,Worli,"Worli, Mumbai",Mumbai,400018,1,18.9898236834,72.8140310571,1,1
Bennie's By Flag's,"Continental, Mexican, Italian, North Indian, Lebanese, Asian, Middle Eastern, Thai",4.3,Very Good,723,Rs.,1500,3,"Andheri Lokhandwala, Andheri West","Andheri Lokhandwala, Andheri West, Mumbai",Mumbai,,1,19.1439522567,72.8292626515,1,0
Kofuku,Japanese,4.3,Very Good,1487,Rs.,2300,4,"Linking Road, Bandra West","Linking Road, Bandra West, Mumbai",Mumbai,400050,1,19.0610740404,72.8362672403,1,1
Smoke House Deli,"European, Italian, Salad",4.3,Very Good,1910,Rs.,1400,3,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai",Mumbai,,1,19.0653127506,72.8298061341,1,0
Zaika Restaurant & Party Hall,"North Indian, Chinese, Beverages",4.3,Very Good,573,Rs.,1000,3,Bhayandar,"Bhayandar, Mumbai",Mumbai,401101,1,19.2946004000,72.8499105000,1,0
Tasse de Thé,"Cafe, Italian, American, Mexican, Tea",4.3,Very Good,1026,Rs.,2000,4,Fort,"Fort, Mumbai",Mumbai,400001,1,18.9325670000,72.8324210000,1,0
Portico,"Healthy Food, Continental, Mexican, American, Beverages, Italian, Modern Indian",4.3,Very Good,394,Rs.,600,2,"Hiranandani Estate, Thane West","Hiranandani Estate, Thane West, Thane",Thane,,1,19.2560178861,72.9811886698,1,1
Butter Chicken Factory,North Indian,4.3,Very Good,1639,Rs.,1000,3,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai",Mumbai,400050,1,19.0657275528,72.8309879825,1,0
Quattro Ristorante,"Italian, Mexican, Burger, Salad, Desserts, Pizza, Continental, Tex-Mex",4.3,Very Good,2662,Rs.,1800,3,Lower Parel,"Lower Parel, Mumbai",Mumbai,400013,1,18.9943101000,72.8257430000,1,1
Farzi Cafe,Modern Indian,4.3,Very Good,421,Rs.,1500,3,"High Street Phoenix, Lower Parel","High Street Phoenix, Lower Parel, Mumbai",Mumbai,,1,18.9944444000,72.8243490000,0,0
Fun Republic Social,"American, North Indian, Chinese, Finger Food",4.3,Very Good,1464,Rs.,1400,3,"Fun Republic Mall, Veera Desai Area","Fun Republic Mall, Veera Desai Area, Mumbai",Mumbai,400053,1,19.1351860783,72.8330760822,1,1
Boteco,"South American, Brazilian",4.3,Very Good,468,Rs.,1900,3,Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai",Mumbai,400051,1,19.0611139689,72.8676195815,1,1
Shuruwat- Veg Food Journey,Fast Food,4.9,Excellent,193,Rs.,600,2,Ghatkopar West,"Ghatkopar West, Mumbai",Mumbai,400086,1,19.0804309695,72.8960007057,1,0
MOS,"Fast Food, Chinese, Nepalese, North Indian",4.8,Excellent,97,Rs.,300,1,"Manpada, Thane West","Manpada, Thane West, Thane",Thane,400610,1,19.2274533678,72.9736617208,0,0
Joey's Pizza,Pizza,4.5,Excellent,5079,Rs.,800,2,Malad West,"Malad West, Mumbai",Mumbai,0,1,19.1782947435,72.8347635269,0,0
Jimis Burger,"Fast Food, Burger",4.5,Excellent,1301,Rs.,700,2,"Andheri Lokhandwala, Andheri West","Andheri Lokhandwala, Andheri West, Mumbai",Mumbai,400053,1,19.1394073699,72.8333013877,0,0
B Merwan,"Bakery, Fast Food, Parsi, Desserts",4.5,Excellent,1487,Rs.,100,1,Grant Road,"Grant Road, Mumbai",Mumbai,0,1,18.9628905000,72.8159591000,0,0
Harsh's Bistro,"Chinese, Continental, Grill",4.5,Excellent,250,Rs.,650,2,Malad West,"Malad West, Mumbai",Mumbai,400064,1,19.1767934108,72.8367590904,1,1
United Food Nation,"Italian, Mexican, Mughlai, American",4.5,Excellent,148,Rs.,400,1,"Vasant Vihar, Thane West","Vasant Vihar, Thane West, Thane",Thane,,1,19.2270054150,72.9740895331,1,0
Fullfills,"Fast Food, Desserts, Beverages",4.5,Excellent,70,Rs.,300,1,Ghatkopar East,"Ghatkopar East, Mumbai",Mumbai,400077,1,19.0803010583,72.9051031172,1,0
The Food Town,"Sandwich, Italian, Mexican",4.4,Very Good,335,Rs.,400,1,Kalyan,"Kalyan, Thane",Thane,,1,19.2435215606,73.1291292608,1,0
Prakash Shakahari Upahaar Kendra,Fast Food,4.4,Very Good,841,Rs.,150,1,Dadar Shivaji Park,"Dadar Shivaji Park, Mumbai",Mumbai,,1,19.0232149192,72.8383788094,0,0
The Appetite Momos,"Fast Food, Tibetan",4.3,Very Good,1571,Rs.,200,1,"Naupada, Thane West","Naupada, Thane West, Thane",Thane,,1,19.1869569852,72.9744834825,0,0
Cafe Madras,South Indian,4.3,Very Good,4157,Rs.,250,1,Matunga East,"Matunga East, Mumbai",Mumbai,0,1,19.0277070000,72.8550500000,0,0
Aaswad,"Maharashtrian, South Indian, Street Food, Desserts, Mithai",4.3,Very Good,1958,Rs.,300,1,Dadar West,"Dadar West, Mumbai",Mumbai,400028,1,19.0205809146,72.8372656927,1,0
Anand Stall,"Street Food, South Indian, Fast Food",4.3,Very Good,650,Rs.,200,1,Vile Parle West,"Vile Parle West, Mumbai",Mumbai,,1,19.1029523000,72.8368353000,1,0
A.Rama Nayak's Udipi Shri Krishna Boarding,South Indian,4.3,Very Good,876,Rs.,300,1,Matunga East,"Matunga East, Mumbai",Mumbai,0,1,19.0273696518,72.8505704552,0,0
Ashok Vada Pav Stall,Street Food,4.3,Very Good,729,Rs.,100,1,Prabhadevi,"Prabhadevi, Mumbai",Mumbai,0,1,19.0205571418,72.8310382739,1,0
Rodeo Pizza,Pizza,4.3,Very Good,365,Rs.,500,2,"7 Bungalows, Andheri West","7 Bungalows, Andheri West, Mumbai",Mumbai,400061,1,19.1308487447,72.8139033169,1,0
Bomberry,"Fast Food, Beverages, Desserts, Juices",4.3,Very Good,359,Rs.,500,2,Tardeo,"Tardeo, Mumbai",Mumbai,400007,1,18.9653868663,72.8129652143,1,0
Mad House,"American, Italian",4.3,Very Good,315,Rs.,700,2,"Kasarvadavli, Thane West","Kasarvadavli, Thane West, Thane",Thane,,1,19.2657328294,72.9701614380,1,0
Apple A Day,"Salad, Healthy Food, Beverages, Juices",4.3,Very Good,74,Rs.,350,1,Khar,"Khar, Mumbai",Mumbai,,1,19.0719922385,72.8250106797,1,0
Jimis Burger,"Burger, Fast Food",4.2,Very Good,2639,Rs.,700,2,Malad West,"Malad West, Mumbai",Mumbai,400064,1,19.1890269260,72.8347380459,0,0
Cafe Irani Chaii,"Parsi, Iranian",4.2,Very Good,799,Rs.,400,1,Mahim,"Mahim, Mumbai",Mumbai,,1,19.0390500805,72.8427146003,1,0
Frisbees,"Fast Food, American, Burger",4.2,Very Good,1996,Rs.,600,2,"Andheri Lokhandwala, Andheri West","Andheri Lokhandwala, Andheri West, Mumbai",Mumbai,400053,1,19.1362690477,72.8283738345,1,0
Hearsch Bakery,"Bakery, Desserts, Fast Food",4.2,Very Good,1969,Rs.,400,1,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai",Mumbai,0,1,19.0551242624,72.8270015493,0,0
Frisbees,"Fast Food, American, Burger",4.2,Very Good,1134,Rs.,600,2,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai",Mumbai,,1,19.0560737060,72.8243806958,1,0
The Superhero Cafe,"Sandwich, Fast Food, Italian, Burger, Mexican, Desserts, Pizza",4.2,Very Good,145,Rs.,400,1,Kandivali West,"Kandivali West, Mumbai",Mumbai,,1,19.2109432052,72.8390144929,1,0
Dum & Curry,"Biryani, Beverages, North Indian, Chinese, Mughlai, Kebab",4.2,Very Good,373,Rs.,700,2,Powai,"Powai, Mumbai",Mumbai,400076,1,19.1176684815,72.9035457596,1,0
Farid Seekh Kebab Centre,"Mughlai, Fast Food, Rolls",4.2,Very Good,552,Rs.,350,1,Jogeshwari,"Jogeshwari, Mumbai",Mumbai,,1,19.1431943092,72.8381457925,0,0
Pronto Pasta And Noodles,"Chinese, Italian, Fast Food",4.2,Very Good,280,Rs.,400,1,Kharghar,"Kharghar, Navi Mumbai",Navi Mumbai,410210,1,19.0337147053,73.0639250949,1,0
The J,Fast Food,4.2,Very Good,345,Rs.,450,1,"Oshiwara, Andheri West","Oshiwara, Andheri West, Mumbai",Mumbai,,1,19.1490126472,72.8320209682,1,0
3 Broke Friends,"American, Desserts",4.2,Very Good,179,Rs.,400,1,Charni Road,"Charni Road, Mumbai",Mumbai,400002,1,18.9515979282,72.8223737620,1,0
Too Much Drama,"Fast Food, Roast Chicken, BBQ",4.2,Very Good,146,Rs.,350,1,Kharghar,"Kharghar, Navi Mumbai",Navi Mumbai,,1,19.0326754000,73.0600399000,1,0
Craving Salad,"Salad, Healthy Food, Juices",4.2,Very Good,336,Rs.,500,2,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai",Mumbai,,1,19.0654692918,72.8306047618,1,0
Bhau Vada Pav,Street Food,4.2,Very Good,153,Rs.,100,1,Mulund West,"Mulund West, Mumbai",Mumbai,,1,19.1731779328,72.9566635564,0,0
Paapi Paet,"South Indian, Fast Food, Street Food",4.2,Very Good,128,Rs.,250,1,Mulund West,"Mulund West, Mumbai",Mumbai,400080,1,19.1829860000,72.9478230000,0,0
Joey's Pizza,Pizza,4.1,Very Good,7000,Rs.,800,2,Azad Nagar,"Azad Nagar, Mumbai",Mumbai,0,1,19.1267799163,72.8300227225,0,0
Hungry Head,"Fast Food, Desserts, Beverages",4.1,Very Good,627,Rs.,400,1,Ghatkopar East,"Ghatkopar East, Mumbai",Mumbai,400077,1,19.0785634081,72.9039775953,1,0
