name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Cocoa Room,"Cafe, American, Desserts",4.5,Excellent,577,AED,150,3,"The Galleria, Al Safa","The Galleria, Al Safa, Dubai",Dubai,,214,25.2079009484,55.2548746392,0,0
3rd Avenue Cafe,"European, Continental, Cafe",4.5,Excellent,145,AED,240,3,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",Dubai,,214,25.1966747635,55.2772533149,0,0
The Acai Spot,"Cafe, Brazilian, Healthy Food, Salad",4.5,Excellent,357,AED,145,3,Deira City Centre Area,"Deira City Centre Area, Dubai",Dubai,,214,25.2534227234,55.3286591917,1,0
Arabian Tea House,"Cafe, Arabian, Emirati, Middle Eastern",4.5,Excellent,272,AED,210,3,Meena Bazaar,"Meena Bazaar, Dubai",Dubai,0,214,25.2632349687,55.2997835353,0,1
Shakeism Milkshakes,"Cafe, Desserts",4.4,Very Good,1298,AED,90,2,Al Barsha,"Al Barsha, Dubai",Dubai,,214,25.1104071252,55.2053590491,1,0
1762 Stripped,"Cafe, British, Healthy Food",4.4,Very Good,182,AED,100,3,Jumeirah Lake Towers (JLT),"Jumeirah Lake Towers (JLT), Dubai",Dubai,,214,25.0726881760,55.1449882239,1,0
Walter's Coffee Roastery,Cafe,4.4,Very Good,224,AED,50,2,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",Dubai,,214,25.1967275508,55.2776626870,0,0
Godiva Chocolate Cafe,"Cafe, Desserts",4.4,Very Good,72,AED,140,3,"Mall of the Emirates, Barsha 1","Mall of the Emirates, Barsha 1, Dubai",Dubai,,214,25.1184365071,55.2002082020,0,0
Yamanote Atelier,"Bakery, Cafe",4.3,Very Good,386,AED,100,3,Al Safa,"Al Safa, Dubai",Dubai,,214,25.1852697493,55.2389020845,1,0
dipndip,"Desserts, Cafe",4.3,Very Good,260,AED,100,3,Mirdif,"Mirdif, Dubai",Dubai,,214,25.2360841010,55.4361359775,0,0
Yummy Belgian Waffles,Cafe,4.3,Very Good,141,AED,140,3,"City Centre Mirdif, Mirdif","City Centre Mirdif, Mirdif, Dubai",Dubai,,214,25.2175761268,55.4074108601,0,0
Cinnabon,"Bakery, Cafe",4.3,Very Good,159,AED,70,2,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",Dubai,0,214,25.1967308879,55.2800887451,0,0
Cafe Society,Cafe,4.3,Very Good,59,AED,100,3,Dubai Marina,"Dubai Marina, Dubai",Dubai,,214,25.0910732762,55.1489944061,1,0
Eggspectation,"Cafe, American",4.2,Very Good,883,AED,160,3,"The Beach, Jumeirah Beach Residence","The Beach, Jumeirah Beach Residence, Dubai",Dubai,,214,25.0783374673,55.1328948140,0,1
Pancake House,"Filipino, Cafe",4.2,Very Good,304,AED,120,3,"BurJuman Centre, Mankhool","BurJuman Centre, Mankhool, Dubai",Dubai,,214,25.2536013279,55.3030451015,1,0
The Choco Monarch,"Desserts, Cafe",4.2,Very Good,178,AED,95,2,"Al Ghurair Centre, Al Rigga","Al Ghurair Centre, Al Rigga, Dubai",Dubai,,214,25.2695288216,55.3172148764,0,0
Magnolia Bakery,"Cafe, Bakery",4.2,Very Good,538,AED,105,3,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",Dubai,0,214,25.1970357795,55.2773264050,0,0
Kad Ché,"Cafe, Salad, Healthy Food, Fast Food",4.2,Very Good,52,AED,145,3,"Bay Square, Business Bay","Bay Square, Business Bay, Dubai",Dubai,,214,25.1849982027,55.2801943570,1,0
The Coffee Club,Cafe,4.2,Very Good,645,AED,185,3,Jumeirah 1,"Jumeirah 1, Dubai",Dubai,,214,25.2109941407,55.2562935278,0,0
Pappa Roti - The Dubai Mall,"Cafe, Bakery",4.2,Very Good,543,AED,110,3,"The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",Dubai,0,214,25.1957795000,55.2790607885,0,0
Stomping Grounds,"Cafe, Desserts",4.2,Very Good,292,AED,220,3,Jumeirah 1,"Jumeirah 1, Dubai",Dubai,,214,25.2229678788,55.2581351995,0,0
