name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Istanbul,"Turkish, Pizza",3.3,Average,11,€,20,2,North City,"North City, Dublin",Dublin,Dublin 1,97,53.3474403501,-6.2634569407,0,0
SoMa Burger Co,Burger,3.1,Average,9,€,20,2,"Liffey Valley Shopping Centre, Clondalkin","Liffey Valley Shopping Centre, Clondalkin, Dublin",Dublin,Dublin 22,97,53.3532063895,-6.3903733715,0,0
Eddie Rocket's,"American, Burger",3.1,Average,5,€,35,3,"The Square Shopping Centre, Tallaght","The Square Shopping Centre, Tallaght, Dublin",Dublin,Dublin 24,97,53.2867277778,-6.3730888889,0,0
Eddie Rocket's,"American, Burger",2.7,Average,5,€,35,3,"Stephen's Green Shopping Centre, City Centre South","Stephen's Green Shopping Centre, City Centre South, Dublin",Dublin,Dublin 2,97,53.3398500000,-6.2617083333,0,0
Saburritos,Mexican,2.7,Average,4,€,20,2,"Liffey Valley Shopping Centre, Clondalkin","Liffey Valley Shopping Centre, Clondalkin, Dublin",Dublin,Dublin 22,97,53.3531888889,-6.3906750000,0,0
El Gringo,Mexican,2.1,Poor,27,€,20,2,"Stephen's Green Shopping Centre, City Centre South","Stephen's Green Shopping Centre, City Centre South, Dublin",Dublin,Dublin 2,97,53.3398250000,-6.2617888889,0,0
Quigleys,"Cafe, Bakery",0,Not rated,2,€,15,2,"Nutgrove Shopping Centre, Rathfarnham","Nutgrove Shopping Centre, Rathfarnham, Dublin",Dublin,Dublin 14,97,53.2899100000,-6.2675040000,0,0
Spicy Bite,Indian,0,Not rated,2,€,20,2,"Moore Street Mall, City Centre North","Moore Street Mall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3511416667,-6.2631777778,0,0
Ginzeng,"Chinese, Thai, Asian",0,Not rated,1,€,20,2,"Blanchardstown Shopping Centre, Blanchardstown","Blanchardstown Shopping Centre, Blanchardstown, Dublin",Dublin,Dublin 15,97,53.3934222222,-6.3909888889,0,0
Marcos,"Fish and Chips, Fast Food",0,Not rated,1,€,20,2,"Epicurean Food Hall, City Centre North","Epicurean Food Hall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3477055556,-6.2633277778,0,0
O'Briens,Fast Food,0,Not rated,2,€,15,2,North City,"North City, Dublin",Dublin,Dublin 1,97,53.3504777778,-6.2562666667,0,0
Fusion Brazilian Grill,Brazilian,0,Not rated,3,€,40,3,"Epicurean Food Hall, City Centre North","Epicurean Food Hall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3476666667,-6.2631555556,0,0
Rocket's,"Burger, Fast Food",0,Not rated,1,€,30,3,"Jervis Shopping Centre, City Centre North","Jervis Shopping Centre, City Centre North, Dublin",Dublin,Dublin 1,97,53.3482800000,-6.2656840000,0,0
Green And Baker,Irish,0,Not rated,2,€,25,2,"Stephen's Green Shopping Centre, City Centre South","Stephen's Green Shopping Centre, City Centre South, Dublin",Dublin,Dublin 2,97,53.3398670000,-6.2612670000,0,0
Tuk Tuk,"Thai, Asian",0,Not rated,2,€,20,2,"Stephen's Green Shopping Centre, City Centre South","Stephen's Green Shopping Centre, City Centre South, Dublin",Dublin,Dublin 2,97,53.3399555556,-6.2611250000,0,0
Insomnia,Cafe,0,Not rated,1,€,15,2,South City East,"South City East, Dublin",Dublin,Dublin 2,97,53.3334400000,-6.2443910000,0,0
Insomnia,Cafe,0,Not rated,2,€,15,2,"Stephen's Green Shopping Centre, City Centre South","Stephen's Green Shopping Centre, City Centre South, Dublin",Dublin,Dublin 2,97,53.3399861111,-6.2617055556,0,0
KFC,Fast Food,0,Not rated,0,€,20,2,"Liffey Valley Shopping Centre, Clondalkin","Liffey Valley Shopping Centre, Clondalkin, Dublin",Dublin,Dublin 22,97,53.3530416667,-6.3906166667,0,0
Harry Ramsden's,"Fish and Chips, Fast Food",0,Not rated,1,€,35,3,"Liffey Valley Shopping Centre, Clondalkin","Liffey Valley Shopping Centre, Clondalkin, Dublin",Dublin,Dublin 22,97,53.3531333333,-6.3904805556,0,0
Lasani,"Indian, Malaysian",0,Not rated,1,€,20,2,"Moore Street Mall, City Centre North","Moore Street Mall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3511361111,-6.2631500000,0,0
KFC,Fast Food,0,Not rated,1,€,20,2,Temple Bar,"Temple Bar, Dublin",Dublin,Dublin 2,97,53.3462611111,-6.2590805556,0,0
KFC,Fast Food,0,Not rated,0,€,20,2,"Jervis Shopping Centre, City Centre North","Jervis Shopping Centre, City Centre North, Dublin",Dublin,Dublin 1,97,53.3482472222,-6.2662333333,0,0
Cafe Frei,Cafe,0,Not rated,0,€,30,3,"Liffey Valley Shopping Centre, Clondalkin","Liffey Valley Shopping Centre, Clondalkin, Dublin",Dublin,Dublin 22,97,53.3531916667,-6.3906750000,0,0
KFC,Fast Food,0,Not rated,1,€,20,2,"Blanchardstown Shopping Centre, Blanchardstown","Blanchardstown Shopping Centre, Blanchardstown, Dublin",Dublin,Dublin 15,97,53.3922694444,-6.3905861111,0,0
KFC,Fast Food,0,Not rated,0,€,20,2,Clondalkin,"Clondalkin, Dublin",Dublin,Dublin 22,97,53.3281250000,-6.3916388889,0,0
Ginzeng,"Chinese, Thai, Asian",0,Not rated,0,€,20,2,"Liffey Valley Shopping Centre, Clondalkin","Liffey Valley Shopping Centre, Clondalkin, Dublin",Dublin,Dublin 22,97,53.3532750000,-6.3905388889,0,0
McDonald's,"Burger, Fast Food",0,Not rated,0,€,20,2,"Liffey Valley Shopping Centre, Clondalkin","Liffey Valley Shopping Centre, Clondalkin, Dublin",Dublin,Dublin 22,97,53.3529788528,-6.3904307038,0,0
Netedos,African,0,Not rated,0,€,20,2,"Moore Street Mall, City Centre North","Moore Street Mall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3511583333,-6.2631583333,0,0
Oriental Pantry,"Chinese, Asian",0,Not rated,0,€,20,2,"Moore Street Mall, City Centre North","Moore Street Mall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3512027778,-6.2631138889,0,0
Ramos,Greek,0,Not rated,0,€,30,3,"Epicurean Food Hall, City Centre North","Epicurean Food Hall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3476750000,-6.2630000000,0,0
Asian Fusion,Asian,0,Not rated,0,€,25,2,"Epicurean Food Hall, City Centre North","Epicurean Food Hall, City Centre North, Dublin",Dublin,Dublin 1,97,53.3476333333,-6.2631333333,0,0
Homemade by Clodagh,"Carvery, Irish",0,Not rated,0,€,35,3,"Arnotts, City Centre North","Arnotts, City Centre North, Dublin",Dublin,Dublin 1,97,53.3488888889,-6.2631222222,0,0
Brother Hubbard,"Sandwich, Cafe, Healthy Food",4.8,Excellent,160,€,60,4,North City,"North City, Dublin",Dublin,1,97,53.3470970000,-6.2683820000,0,0
Boojum,Mexican,4.7,Excellent,150,€,20,2,North City,"North City, Dublin",Dublin,Dublin 1,97,53.3473166667,-6.2655250000,0,0
Wowburger,Burger,4.6,Excellent,92,€,20,2,The Workmans Club,"The Workmans Club, Dublin",Dublin,Dublin 2,97,53.3452863158,-6.2663815543,0,0
Bunsen,Burger,4.4,Very Good,201,€,30,3,South City West,"South City West, Dublin",Dublin,2,97,53.3371410000,-6.2658840000,0,0
Boojum,Mexican,4.2,Very Good,68,€,20,2,South City West,"South City West, Dublin",Dublin,Dublin 8,97,53.3376305556,-6.2666555556,0,0
Sister Sadie,"Cafe, Sandwich",4.1,Very Good,51,€,25,2,Portobello,"Portobello, Dublin",Dublin,Dublin 8,97,53.3325840000,-6.2653590000,0,0
Umi Falafel,Lebanese,4.1,Very Good,76,€,25,2,South City West,"South City West, Dublin",Dublin,Dublin 2,97,53.3440444444,-6.2653527778,0,0
147 Deli,"Sandwich, Deli, Juices, Healthy Food",4.1,Very Good,55,€,20,2,North City,"North City, Dublin",Dublin,Dublin 1,97,53.3533778918,-6.2597082183,0,0
Chopped,Healthy Food,3.9,Good,53,€,20,2,South City East,"South City East, Dublin",Dublin,Dublin 2,97,53.3380480000,-6.2533410000,0,0
Aungier Danger,"Fast Food, Bakery",3.8,Good,29,€,20,2,South City West,"South City West, Dublin",Dublin,2,97,53.3387370000,-6.2659050000,0,0
Storm in a Teacup,"Ice Cream, Crepes",3.8,Good,18,€,10,1,Skerries,"Skerries, Dublin",Dublin,,97,53.5854319531,-6.1057018116,0,0
Tolteca,Mexican,3.7,Good,45,€,20,2,Ballsbridge,"Ballsbridge, Dublin",Dublin,Dublin 3,97,53.3332555556,-6.2431694444,0,0
Leo Burdock,"Fish and Chips, Fast Food",3.7,Good,45,€,15,2,South City West,"South City West, Dublin",Dublin,Dublin 2,97,53.3430220000,-6.2700320000,0,0
Teddy's Ice Cream,"Ice Cream, Desserts",3.7,Good,38,€,10,1,Dun Laoghaire,"Dun Laoghaire, Dublin",Dublin,,97,53.2903222222,-6.1275916667,0,0
Chopped,Healthy Food,3.7,Good,18,€,20,2,Fairview,"Fairview, Dublin",Dublin,3,97,53.3632304085,-6.2353148684,0,0
Beshoff Bros,"Fish and Chips, Fast Food",3.7,Good,19,€,20,2,Howth,"Howth, Dublin",Dublin,,97,53.3876583333,-6.0693194444,0,0
Kanum,"Thai, Asian",3.6,Good,46,€,35,3,Ballsbridge,"Ballsbridge, Dublin",Dublin,Dublin 4,97,53.3338861111,-6.2455666667,0,0
Mama's Revenge,Mexican,3.6,Good,50,€,20,2,South City East,"South City East, Dublin",Dublin,2,97,53.3421861111,-6.2536055556,0,0
Starbucks,Cafe,3.6,Good,17,€,15,2,South City East,"South City East, Dublin",Dublin,Dublin 2,97,53.3333985410,-6.2539652735,0,0
