name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Magnolia Gastropub And Brewery,Bar Food,4.1,Very Good,141,$,45,2,Haight,"Haight, San Francisco",San Francisco,94117,216,37.7702166667,-122.4453277778,0,0
21st Amendment Brewery,"Burger, American",4.0,Very Good,173,$,60,3,SOMA,"SOMA, San Francisco",San Francisco,94107,216,37.7824270000,-122.3926110000,0,0
Elevation 66 Brewing Company,Pub Food,3.4,Average,22,$,65,3,El Cerrito,"El Cerrito, El Cerrito",El Cerrito,94530,216,37.9019940000,-122.3030700000,0,0
Woods Bar & Brewery,Drinks Only,0,Not rated,2,$,25,1,Downtown Oakland,"Downtown Oakland, Oakland",Oakland,94612,216,37.8070162000,-122.2705888000,0,0
Golden Boy Pizza,"Pizza, Italian",4.2,Very Good,98,$,25,1,North Beach,"North Beach, San Francisco",San Francisco,94133,216,37.7997694444,-122.4081277778,0,0
Rosamunde Sausage Grill,American,4.1,Very Good,105,$,25,1,Western Addition,"Western Addition, San Francisco",San Francisco,94117,216,37.7720222222,-122.4311527778,0,0
Cowgirl Sidekick,California,3.8,Good,85,$,30,2,Ferry Building ,"Ferry Building , San Francisco",San Francisco,94111,216,37.7952260000,-122.3938160000,0,0
Underdog,"American, Fast Food",3.8,Good,42,$,25,1,Inner Sunset,"Inner Sunset, San Francisco",San Francisco,94122,216,37.7637222222,-122.4756305556,0,0
The Sentinel,Sandwich,3.7,Good,45,$,13,1,Financial District,"Financial District, San Francisco",San Francisco,94105,216,37.7882810000,-122.4013250000,0,0
Jake's Steaks,American,3.7,Good,26,$,30,2,Marina/Presidio,"Marina/Presidio, San Francisco",San Francisco,94123,216,37.8006472222,-122.4328694444,0,0
Truly Mediterranean,Mediterranean,3.7,Good,37,$,25,1,Mission District,"Mission District, San Francisco",San Francisco,94103,216,37.7648760000,-122.4222840000,0,0
Sabella & la Torre,"Italian, Seafood",3.6,Good,55,$,25,1,Fisherman's Wharf,"Fisherman's Wharf, San Francisco",San Francisco,94133,216,37.8085111111,-122.4159611111,0,0
Delica,"Deli, Japanese, Sushi",3.6,Good,50,$,30,2,Ferry Building ,"Ferry Building , San Francisco",San Francisco,94111,216,37.7964000000,-122.3949000000,0,0
Yellow Submarine,Sandwich,3.6,Good,22,$,30,2,Inner Sunset,"Inner Sunset, San Francisco",San Francisco,94122,216,37.7641555556,-122.4632500000,0,0
Il Pollaio,Italian,3.6,Good,17,$,45,2,Russian Hill,"Russian Hill, San Francisco",San Francisco,94133,216,37.8000861111,-122.4098361111,0,0
The Crab Station,Seafood,3.5,Good,36,$,25,1,Fisherman's Wharf,"Fisherman's Wharf, San Francisco",San Francisco,94133,216,37.8084138889,-122.4159472222,0,0
Good Frikin' Chicken,Middle Eastern,3.5,Good,24,$,35,2,Bernal Heights,"Bernal Heights, San Francisco",San Francisco,94110,216,37.7442100000,-122.4212020000,0,0
Sophie's Crepes,Desserts,3.5,Good,24,$,20,1,Japan Center,"Japan Center, San Francisco",San Francisco,94115,216,37.7848916667,-122.4318472222,0,0
Mission Bowling Club Restaurant,American,3.5,Good,18,$,30,2,Mission District,"Mission District, San Francisco",San Francisco,94110,216,37.7636259000,-122.4166752000,0,0
Estela's Fresh Sandwiches,Sandwich,3.5,Good,18,$,35,2,Union Square,"Union Square, San Francisco",San Francisco,94108,216,37.7900111111,-122.4119555556,0,0
Good Luck Dim Sum,"Chinese, Dim Sum",3.5,Good,17,$,20,1,Inner Richmond,"Inner Richmond, San Francisco",San Francisco,94118,216,37.7828833333,-122.4672166667,0,0
Out the Door,Vietnamese,3.4,Average,46,$,25,1,Ferry Building ,"Ferry Building , San Francisco",San Francisco,94111,216,37.7960166667,-122.3942638889,0,0
Chipotle,"Mexican, Tex-Mex",3.4,Average,26,$,20,1,SOMA,"SOMA, San Francisco",San Francisco,94105,216,37.7871888889,-122.3999472222,0,0
Buster's,American,3.4,Average,17,$,25,1,North Beach,"North Beach, San Francisco",San Francisco,94133,216,37.7985990000,-122.4075390000,0,0
House Of Bagels,"Bagels, Sandwich",3.4,Average,19,$,15,1,Inner Richmond,"Inner Richmond, San Francisco",San Francisco,94118,216,37.7808888889,-122.4733972222,0,0
Mixt Greens,"Salad, Sandwich, Healthy Food",3.4,Average,10,$,30,2,Financial District,"Financial District, San Francisco",San Francisco,94111,216,37.7935833333,-122.4018166667,0,0
Giovanni's Pizza,"Pizza, Italian",3.4,Average,9,$,25,1,Bernal Heights,"Bernal Heights, San Francisco",San Francisco,94110,216,37.7355805556,-122.4246666667,0,0
Peasant Pies,Bakery,3.4,Average,10,$,15,1,Inner Sunset,"Inner Sunset, San Francisco",San Francisco,94122,216,37.7639361111,-122.4692166667,0,0
Hot Sauce And Panko,"Korean, American",3.4,Average,3,$,30,2,Inner Richmond,"Inner Richmond, San Francisco",San Francisco,94121,216,37.7824388889,-122.4760361111,0,0
Piccolo Pete's,"Sandwich, Coffee and Tea",3.4,Average,3,$,15,1,Visitacion Valley,"Visitacion Valley, San Francisco",San Francisco,94134,216,37.7124900000,-122.4009890000,0,0
Southpaw BBQ,BBQ,3.3,Average,17,$,65,3,Mission District,"Mission District, San Francisco",San Francisco,94110,216,37.7623660000,-122.4195820000,0,0
Big Mouth Burgers,"Bagels, Cafe",3.3,Average,14,$,30,2,Mission District,"Mission District, San Francisco",San Francisco,94110,216,37.7521638889,-122.4204250000,0,0
Fatted Calf Charcuterie,"Sandwich, Deli",3.3,Average,14,$,30,2,Western Addition,"Western Addition, San Francisco",San Francisco,94102,216,37.7758666667,-122.4231250000,0,0
Dinosaurs,"Sandwich, Vietnamese",3.3,Average,14,$,30,2,Castro,"Castro, San Francisco",San Francisco,94114,216,37.7644972222,-122.4318388889,0,0
Belissimo Pizza,Pizza,3.3,Average,7,$,25,1,Nob Hill,"Nob Hill, San Francisco",San Francisco,94109,216,37.7882944444,-122.4156027778,0,0
John's Snack & Deli,Korean,3.3,Average,13,$,0,1,Financial District,"Financial District, San Francisco",San Francisco,94111,216,37.7914916667,-122.3998111111,0,0
House of Dim Sum,Dim Sum,3.3,Average,12,$,0,1,Chinatown,"Chinatown, San Francisco",San Francisco,94133,216,37.7960500000,-122.4072500000,0,0
Bamboo Asia,Vietnamese,3.3,Average,7,$,30,2,Financial District,"Financial District, San Francisco",San Francisco,94104,216,37.7898027778,-122.4018694444,0,0
Bagelry,Bagels,3.3,Average,10,$,0,1,Russian Hill,"Russian Hill, San Francisco",San Francisco,94109,216,37.7965083333,-122.4219583333,0,0
Holey Bagel,Bagels,3.3,Average,7,$,20,1,Noe Valley,"Noe Valley, San Francisco",San Francisco,94114,216,37.7516277778,-122.4290861111,0,0
Peasant Pies,Bakery,3.3,Average,9,$,20,1,Noe Valley,"Noe Valley, San Francisco",San Francisco,94114,216,37.7514000000,-122.4344638889,0,0
Happy Donuts,Donuts,3.3,Average,7,$,10,1,Noe Valley,"Noe Valley, San Francisco",San Francisco,94114,216,37.7515916667,-122.4276583333,0,0
Yo Yo's,"Sushi, Japanese",3.2,Average,11,$,20,1,Financial District,"Financial District, San Francisco",San Francisco,94111,216,37.7977780000,-122.4012450000,0,0
Genki Crepes,Crepes,3.2,Average,21,$,15,1,Inner Richmond,"Inner Richmond, San Francisco",San Francisco,94118,216,37.7831370000,-122.4627000000,0,0
Guardinos,Seafood,3.2,Average,13,$,25,1,Fisherman's Wharf,"Fisherman's Wharf, San Francisco",San Francisco,94133,216,37.8083527778,-122.4158861111,0,0
zpizza,Pizza,3.2,Average,11,$,30,2,SOMA,"SOMA, San Francisco",San Francisco,94103,216,37.7831340000,-122.4059820000,0,0
Thad's Cozy Cafe,Fast Food,3.2,Average,10,$,20,1,Nob Hill,"Nob Hill, San Francisco",San Francisco,94109,216,37.7884722222,-122.4160222222,0,0
Hooker's Sweet Treats,Desserts,3.2,Average,10,$,15,1,Civic Center,"Civic Center, San Francisco",San Francisco,94109,216,37.7848900000,-122.4159800000,0,0
Whiz Burgers Drive-in,Burger,3.2,Average,13,$,30,2,Mission District,"Mission District, San Francisco",San Francisco,94110,216,37.7618179300,-122.4174423300,0,0
La Fonda Mexican Grill,Mexican,3.2,Average,12,$,30,2,Inner Sunset,"Inner Sunset, San Francisco",San Francisco,94122,216,37.7641750000,-122.4655222222,0,0
Boxed Foods Company,"Sandwich, Salad",3.2,Average,9,$,25,1,Union Square,"Union Square, San Francisco",San Francisco,94108,216,37.7904611111,-122.4038861111,0,0
Tortas Los Picudos,"Sandwich, Juices",3.2,Average,7,$,25,1,Mission District,"Mission District, San Francisco",San Francisco,94110,216,37.7527055556,-122.4114222222,0,0
Super Star,Filipino,3.2,Average,8,$,15,1,Outer Mission & Crocker-Amazon,"Outer Mission & Crocker-Amazon, San Francisco",San Francisco,94112,216,37.7196530000,-122.4385090000,0,0
Round Table Pizza,Pizza,3.2,Average,4,$,30,2,West Portal,"West Portal, San Francisco",San Francisco,94127,216,37.7440960000,-122.4534280000,0,0
Olivo's,"Mexican, Salvadorean",3.2,Average,3,$,30,2,Nob Hill,"Nob Hill, San Francisco",San Francisco,94109,216,37.7872972222,-122.4182361111,0,0
Pacific Plaza Cafe,"Sandwich, Asian",3.2,Average,3,$,20,1,Pacific Heights,"Pacific Heights, San Francisco",San Francisco,94109,216,37.7869833333,-122.4233388889,0,0
Chipotle,"Mexican, Tex-Mex",3.1,Average,14,$,20,1,Union Square,"Union Square, San Francisco",San Francisco,94102,216,37.7863694444,-122.4086750000,0,0
Pizzelle di North Beach,"Pizza, Italian",3.1,Average,6,$,35,2,North Beach,"North Beach, San Francisco",San Francisco,94133,216,37.7981500000,-122.4069527778,0,0
El Porteno,Argentine,3.1,Average,11,$,25,1,Ferry Building ,"Ferry Building , San Francisco",San Francisco,94111,216,37.7952305556,-122.3936472222,0,0
American Eatery,"Sandwich, Burger",3.1,Average,13,$,30,2,Ferry Building ,"Ferry Building , San Francisco",San Francisco,94111,216,37.7964000000,-122.3949000000,0,0
Lee's Sandwiches,"Sandwich, Vietnamese",3.1,Average,11,$,20,1,Civic Center,"Civic Center, San Francisco",San Francisco,94109,216,37.7836638889,-122.4175722222,0,0
Flying Falafel,Mediterranean,3.1,Average,7,$,20,1,SOMA,"SOMA, San Francisco",San Francisco,94103,216,37.7813694444,-122.4112777778,0,0
New Fortune Dim Sum And Cafe,"Dim Sum, Chinese",3.1,Average,7,$,15,1,Chinatown,"Chinatown, San Francisco",San Francisco,94108,216,37.7933500000,-122.4076611111,0,0
Sandwich Place,Sandwich,3.1,Average,6,$,25,1,Mission District,"Mission District, San Francisco",San Francisco,94110,216,37.7643840000,-122.4194870000,0,0
Creations Dessert House,Desserts,3.1,Average,8,$,20,1,Inner Richmond,"Inner Richmond, San Francisco",San Francisco,94118,216,37.7803166667,-122.4755388889,0,0
Split Pea Seduction,"Sandwich, Healthy Food",3.1,Average,6,$,30,2,SOMA,"SOMA, San Francisco",San Francisco,94103,216,37.7803640000,-122.4081290000,0,0
Noe Bagel,Bagels,3.1,Average,7,$,10,1,Noe Valley,"Noe Valley, San Francisco",San Francisco,94114,216,37.7515555556,-122.4304888889,0,0
Uncle Benny's Donuts,"Desserts, Cafe, Donuts",3.1,Average,6,$,20,1,Outer Sunset,"Outer Sunset, San Francisco",San Francisco,94122,216,37.7633277778,-122.4802083333,0,0
Ayola,Greek,3.1,Average,5,$,0,1,Financial District,"Financial District, San Francisco",San Francisco,94105,216,37.7871120000,-122.4003300000,0,0
Cheese Plus,"Sandwich, Deli",3.1,Average,6,$,25,1,Nob Hill,"Nob Hill, San Francisco",San Francisco,94109,216,37.7950444444,-122.4217750000,0,0
Jenny's Burgers,Burger,3.1,Average,4,$,25,1,Inner Sunset,"Inner Sunset, San Francisco",San Francisco,94122,216,37.7653972222,-122.4665527778,0,0
Food Inc. Trattoria,"Italian, Sandwich",3.1,Average,5,$,43,2,Pacific Heights,"Pacific Heights, San Francisco",San Francisco,94115,216,37.7880555556,-122.4408027778,0,0
Chomp N' Swig,"Coffee and Tea, Sandwich",3.1,Average,4,$,25,1,Inner Richmond,"Inner Richmond, San Francisco",San Francisco,94118,216,37.7822532600,-122.4758834900,0,0
Durso Cafe & Juice Bar,"Deli, Sandwich, Juices",3.1,Average,2,$,25,1,SOMA,"SOMA, San Francisco",San Francisco,94107,216,37.7782090000,-122.3937610000,0,0
Chipotle,"Mexican, Tex-Mex",3.0,Average,5,$,20,1,Financial District,"Financial District, San Francisco",San Francisco,94109,216,37.7899250000,-122.4039388889,0,0
Boba Guys,Asian,3.0,Average,12,$,0,1,Mission District,"Mission District, San Francisco",San Francisco,94110,216,37.7620471000,-122.4188602000,0,0
A A Bakery & Cafe,"Desserts, Bakery",3.0,Average,7,$,15,1,Chinatown,"Chinatown, San Francisco",San Francisco,94108,216,37.7956250000,-122.4083722222,0,0
Louie's Dim Sum,Dim Sum,3.0,Average,3,$,0,1,Chinatown,"Chinatown, San Francisco",San Francisco,94133,216,37.7973666667,-122.4085777778,0,0
Golden Gate Meat Company,California,3.0,Average,7,$,25,1,Ferry Building ,"Ferry Building , San Francisco",San Francisco,94111,216,37.7957888889,-122.3937833333,0,0
