name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Banh Mi Boys,Sandwich,4.9,Excellent,962,$,25,1,"Queen Street West, Fashion District","Queen Street West, Fashion District, Toronto",Toronto,,37,43.6487360000,-79.3969520000,0,0
Lamanna's Bakery,"Bakery, Italian",4.9,Excellent,160,$,25,1,"Kingston Road, Scarborough","Kingston Road, Scarborough, Toronto",Toronto,M1B 1G8,37,43.7978940000,-79.1484530000,0,0
The Real McCoy,"Pizza, Fast Food",4.8,Excellent,174,$,25,1,"Markham Road, Scarborough","Markham Road, Scarborough, Toronto",Toronto,M1H 2Y5,37,43.7740060000,-79.2304310000,0,0
Tacos El Asador,"Fast Food, Mexican",4.7,Excellent,364,$,25,1,"Clinton Street, Seaton Village","Clinton Street, Seaton Village, Toronto",Toronto,M6G 4B9,37,43.6639350000,-79.4171230000,0,0
Burrito Boyz,"Mexican, Fast Food",4.7,Excellent,422,$,25,1,"Stavebank Road, Mississauga","Stavebank Road, Mississauga, Toronto",Toronto,L5G 2T3,37,43.5526230000,-79.5855060000,0,0
Ravi Soups,"Sri Lankan, Healthy Food",4.7,Excellent,244,$,35,2,"Adelaide Street West, Entertainment District","Adelaide Street West, Entertainment District, Toronto",Toronto,M5V 1R1,37,43.6476400000,-79.3920660000,0,0
Square Boy,"Greek, Burger",4.7,Excellent,194,$,20,1,The Danforth,The Danforth,Toronto,,37,43.6799700000,-79.3394250000,0,0
Loui's Kouzina,"Greek, Fast Food",4.6,Excellent,165,$,30,2,"Woodbine Avenue, Markham","Woodbine Avenue, Markham, Toronto",Toronto,L6C 1Y9,37,43.8692090000,-79.3606370000,0,0
The Big M,Fast Food,4.6,Excellent,94,$,20,1,Pickering,Pickering,Toronto,,37,43.8216060000,-79.0836940000,0,0
Seven Lives - Tacos Y Mariscos,Mexican,4.5,Excellent,312,$,30,2,"Kensington Avenue, Kensington-Chinatown","Kensington Avenue, Kensington-Chinatown, Toronto",Toronto,M5T 2K2,37,43.6544388889,-79.4005361111,0,0
Burger Shack,"Burger, Fast Food",4.5,Excellent,231,$,30,2,"Eglinton Avenue West, Yonge & Eglinton","Eglinton Avenue West, Yonge & Eglinton, Toronto",Toronto,M4R 1A9,37,43.7047310000,-79.4059450000,0,0
California Sandwiches,Sandwich,4.5,Excellent,237,$,20,1,"Claremont Street, Little Italy","Claremont Street, Little Italy, Toronto",Toronto,,37,43.6525640000,-79.4123100000,0,0
Burrito Boyz,"Mexican, Fast Food",4.5,Excellent,160,$,25,1,"Queen Street East, Brampton","Queen Street East, Brampton, Toronto",Toronto,L6V 1B7,37,43.6944830000,-79.7510210000,0,0
Mackay Pizza,"Pizza, Fast Food",4.5,Excellent,121,$,15,1,"930 North Park Drive, Brampton","930 North Park Drive, Brampton, Toronto",Toronto,L6S 3Y5,37,43.7341580000,-79.7432270000,0,0
Monastery Bakery & Delicatessen,"Bakery, Deli",4.5,Excellent,107,$,15,1,"Monastery Drive, Oakville","Monastery Drive, Oakville, Toronto",Toronto,L6M 2A3,37,43.4449730000,-79.7276680000,0,0
The Burger's Priest,Burger,4.4,Very Good,782,$,30,2,"Queen Street East, The Beaches","Queen Street East, The Beaches, Toronto",Toronto,,37,43.6668291000,-79.3156416000,0,0
Golden Star,"Burger, Fast Food",4.4,Very Good,204,$,25,1,Thornhill,Thornhill,Toronto,,37,43.8017930000,-79.4211040000,0,0
Bamiyan Kabob,Middle Eastern,4.4,Very Good,102,$,35,2,"Markham Road, Markham","Markham Road, Markham, Toronto",Toronto,,37,43.8549560000,-79.2562860000,0,0
Magoo's,"Burger, Fast Food",4.4,Very Good,121,$,20,1,"Dundas Street West, Etobicoke","Dundas Street West, Etobicoke, Toronto",Toronto,M8X 1Y6,37,43.6594960000,-79.5143970000,0,0
Burrito Boyz,"Mexican, Fast Food",4.4,Very Good,119,$,25,1,"Lake Shore Boulevard West, Etobicoke","Lake Shore Boulevard West, Etobicoke, Toronto",Toronto,,37,43.5923010000,-79.5422310000,0,0
Jimmy Guaco's,Tex-Mex,4.4,Very Good,97,$,0,1,Oshawa,Oshawa,Toronto,L1H 7L9,37,43.8969900000,-78.8617820000,0,0
Drupati's Doubles & Roti Shop,Caribbean,4.4,Very Good,72,$,20,1,"Albion Road, Etobicoke","Albion Road, Etobicoke, Toronto",Toronto,M9W 6N5,37,43.7361670000,-79.5636800000,0,0
Joe's Hamburgers,"Burger, Middle Eastern",4.4,Very Good,86,$,35,2,"Yonge Street, Richmond Hill","Yonge Street, Richmond Hill, Toronto",Toronto,,37,43.8915820000,-79.4418460000,0,0
C&C Dubbs Hamburgers,Diner,4.4,Very Good,76,$,25,1,"Dundas Street East, Mississauga","Dundas Street East, Mississauga, Toronto",Toronto,L4X 1L7,37,43.6159300000,-79.5758560000,0,0
Milano's Pizza,"Pizza, Fast Food",4.4,Very Good,99,$,30,2,"Bloor Street West, Etobicoke","Bloor Street West, Etobicoke, Toronto",Toronto,M9B1L3,37,43.6403500000,-79.5419770000,0,0
Falafel World,Middle Eastern,4.4,Very Good,63,$,20,1,"Bloor Street West, Bloor West Village","Bloor Street West, Bloor West Village, Toronto",Toronto,M6S 1P5,37,43.6497460000,-79.4826890000,0,0
Grillway Subs & Burgers,"Burger, Greek, Sandwich",4.4,Very Good,58,$,25,1,"Annette Street, Bloor West Village","Annette Street, Bloor West Village, Toronto",Toronto,M6P 1S1,37,43.6600340000,-79.4793620000,0,0
Burrito Boyz,"Mexican, Fast Food",4.3,Very Good,643,$,25,1,"Adelaide Street West, Entertainment District","Adelaide Street West, Entertainment District, Toronto",Toronto,M5H 1W7,37,43.6485160000,-79.3877440000,0,0
Johnny's Hamburgers,Burger,4.3,Very Good,472,$,15,1,"Sheppard Avenue East, Scarborough","Sheppard Avenue East, Scarborough, Toronto",Toronto,M1T 1A4,37,43.7748520000,-79.3222650000,0,0
Wilbur Mexicana,Mexican,4.3,Very Good,197,$,35,2,"King Street West, Fashion District","King Street West, Fashion District, Toronto",Toronto,M5V 1M3,37,43.6448310000,-79.3983780000,0,0
Big Smoke Burger,"Burger, Fast Food",4.3,Very Good,285,$,25,1,"King Street West, Fashion District","King Street West, Fashion District, Toronto",Toronto,,37,43.6447250000,-79.3996888889,0,0
Banh Mi Boys,Sandwich,4.3,Very Good,204,$,25,1,"Yonge Street, Downtown Yonge","Yonge Street, Downtown Yonge, Toronto",Toronto,,37,43.6589388889,-79.3822416667,0,0
Porchetta & Co.,Sandwich,4.3,Very Good,247,$,30,2,"Dundas Street West, Trinity Bellwoods","Dundas Street West, Trinity Bellwoods, Toronto",Toronto,M6J 1V4,37,43.6515930000,-79.4090210000,0,0
Big Fat Burrito,"Mexican, Fast Food",4.3,Very Good,237,$,35,2,"Oxford Street, Kensington-Chinatown","Oxford Street, Kensington-Chinatown, Toronto",Toronto,,37,43.6559527778,-79.4026805556,0,0
One2Snacks,Malaysian,4.3,Very Good,74,$,20,1,"Glen Watford Drive, Scarborough","Glen Watford Drive, Scarborough, Toronto",Toronto,M1S 2C1,37,43.7871700000,-79.2765880000,0,0
Bitondo's Pizzeria,"Pizza, Italian",4.3,Very Good,90,$,25,1,"Clinton Street, Little Italy","Clinton Street, Little Italy, Toronto",Toronto,,37,43.6541230000,-79.4133530000,0,0
Classico Louie's Pizzeria,"Pizza, Italian",4.3,Very Good,61,$,35,2,"Yonge Street, Yonge & Eglinton","Yonge Street, Yonge & Eglinton, Toronto",Toronto,M4P 2H9,37,43.7133010000,-79.3995960000,0,0
Pizza Gigi,"Pizza, Fast Food",4.3,Very Good,69,$,30,2,Harbord Village,Harbord Village,Toronto,M5S1H5,37,43.6619305556,-79.4082805556,0,0
Napoli Pizza,"Pizza, Fast Food",4.3,Very Good,39,$,20,1,"Lakeshore Road, Burlington","Lakeshore Road, Burlington, Toronto",Toronto,,37,43.3668900000,-79.7339630000,0,0
