name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Duck & Waffle,British,4.9,Excellent,778,£,55,3,"Bishopsgate, City Of London","Bishopsgate, City Of London, London",London,EC2N 4AY,215,51.5162840000,-0.0809630000,0,0
Hoppers,"Sri Lankan, Indian",4.9,Excellent,127,£,40,3,"Frith Street, Soho","Frith Street, Soho, London",London,W1D 4SG,215,51.5136350000,-0.1315700000,0,0
Spicy Basil,"Thai, Curry",4.9,Excellent,192,£,25,2,"Kilburn High Road, Kilburn","Kilburn High Road, Kilburn, London",London,NW6 7HY,215,51.5409570000,-0.1970030000,0,0
Dotori,"Japanese, Korean, Sushi",4.9,Excellent,94,£,30,2,"Station Place, Finsbury Park","Station Place, Finsbury Park, London",London,N4 2DQ,215,51.5647010000,-0.1051400000,0,0
Flat Iron,Steak,4.8,Excellent,373,£,35,2,"Beak Street, Soho","Beak Street, Soho, London",London,W1F 9RW,215,51.5120690000,-0.1383430000,0,0
Chotto Matte,"Japanese, Peruvian, Sushi",4.8,Excellent,337,£,70,4,"Frith Street, Soho","Frith Street, Soho, London",London,W1D 4RB,215,51.5139480000,-0.1317020000,0,0
Dishoom,"Indian, North Indian, Curry",4.8,Excellent,237,£,45,3,"Stable Street, King's Cross","Stable Street, King's Cross, London",London,N1C 4AB,215,51.5357790000,-0.1256590000,0,0
Padella,Italian,4.8,Excellent,59,£,30,2,London Bridge,London Bridge,London,SE1 1TQ,215,0.0000000000,0.0000000000,0,0
Tukdin,"Malaysian, Curry",4.8,Excellent,76,£,25,2,"Craven Road, Bayswater","Craven Road, Bayswater, London",London,W2 3BX,215,51.5134470000,-0.1793190000,0,0
Meza,Lebanese,4.7,Excellent,53,£,25,2,"Trinity Road, Tooting","Trinity Road, Tooting, London",London,SW17 7RE,215,51.4364990000,-0.1608360000,0,0
Barrafina,"Spanish, Tapas",4.7,Excellent,393,£,55,3,"Frith Street, Soho","Frith Street, Soho, London",London,W1D 4SL,215,51.5142310000,-0.1327640000,0,0
Patty & Bun,"Burger, British",4.7,Excellent,470,£,30,2,"James Street, Marylebone","James Street, Marylebone, London",London,W1U 1HE,215,51.5154230000,-0.1507570000,0,0
Burger & Lobster,"American, Seafood, Burger",4.7,Excellent,440,£,45,3,"Clarges Street, Mayfair","Clarges Street, Mayfair, London",London,W1J 7EF,215,51.5069860000,-0.1455270000,0,0
The Palomar,"Middle Eastern, Arabian, Moroccan",4.7,Excellent,149,£,55,3,"Rupert Street, Chinatown","Rupert Street, Chinatown, London",London,W1D 6DN,215,51.5112460000,-0.1326450000,0,0
Sticks 'n' Sushi,"Japanese, Sushi",4.7,Excellent,155,£,65,3,"Henrietta Street, Covent Garden","Henrietta Street, Covent Garden, London",London,WC2E 8PY,215,51.5111916667,-0.1235638889,0,0
José Tapas Bar,"Spanish, Tapas",4.7,Excellent,192,£,30,2,"Bermondsey Street, Bermondsey","Bermondsey Street, Bermondsey, London",London,SE1 3UB,215,51.5006620000,-0.0818560000,0,0
Burger & Lobster,"American, Seafood, Burger",4.7,Excellent,405,£,45,3,"Dean Street, Soho","Dean Street, Soho, London",London,W1D 4PS,215,51.5134570000,-0.1322760000,0,0
Dishoom,"Indian, Curry",4.6,Excellent,115,£,35,2,"Kingly Street, Soho","Kingly Street, Soho, London",London,W1B 5QB,215,51.5129770000,-0.1396570000,0,0
Bone Daddies,"Ramen, Japanese",4.6,Excellent,410,£,40,3,"Walker's Court, Soho","Walker's Court, Soho, London",London,W1F 0AR,215,51.5126270000,-0.1337890000,0,0
Roka,"Japanese, Sushi",4.6,Excellent,307,£,60,3,"Charlotte Street, Fitzrovia","Charlotte Street, Fitzrovia, London",London,W1T 1RR,215,51.5189350000,-0.1355240000,0,0
Mildreds,"Mediterranean, Asian, Healthy Food",4.6,Excellent,279,£,40,3,"Lexington Street, Soho","Lexington Street, Soho, London",London,W1F 9AN,215,51.5130330000,-0.1364630000,0,0
Ottolenghi,"Mediterranean, Deli, Bakery",4.6,Excellent,296,£,50,3,"Upper Street, Islington","Upper Street, Islington, London",London,N1 2TZ,215,51.5397390000,-0.1023270000,0,0
Homeslice,Pizza,4.6,Excellent,177,£,30,2,"Neal's Yard, Covent Garden","Neal's Yard, Covent Garden, London",London,WC2H 9DP,215,51.5145620000,-0.1263620000,0,0
Franco Manca,Pizza,4.6,Excellent,289,£,25,2,"Market Row, Brixton","Market Row, Brixton, London",London,SW9 8LD,215,51.4618720000,-0.1132330000,0,0
Pizzeria Pappagone,"Pizza, Italian",4.6,Excellent,133,£,30,2,"Stroud Green Road, Crouch End","Stroud Green Road, Crouch End, London",London,N4 3PX,215,51.5694650000,-0.1127930000,0,0
