name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Marko's Schnitzel,"Middle Eastern, Sandwich",4.6,Excellent,323,$,40,2,Moorabbin & Highett,"Moorabbin & Highett, Melbourne",Melbourne,3189,14,-37.9467640072,145.0590448827,0,0
Wonderbao,"Chinese, Taiwanese",4.5,Excellent,2869,$,20,1,A'Beckett Street,"A'Beckett Street, CBD, Melbourne","CBD, Melbourne",3000,14,-37.8090303513,144.9626640603,0,0
Suzuran,"Japanese, Sushi",4.5,Excellent,669,$,35,2,Camberwell,"Camberwell, Melbourne",Melbourne,3124,14,-37.8217957762,145.0584289804,0,0
@ The Catch Carnegie,Fish and Chips,4.5,Excellent,96,$,30,2,Carnegie,"Carnegie, Melbourne",Melbourne,3163,14,-37.8893829113,145.0571314618,0,0
Blu by Australian Seafood Fish & Chippery,"Fish and Chips, Seafood",4.4,Very Good,481,$,40,2,Coburg,"Coburg, Melbourne",Melbourne,3058,14,-37.7327902619,144.9540357292,0,0
Sushi Monger,"Japanese, Sushi",4.2,Very Good,677,$,30,2,Walk Arcade,"Walk Arcade, CBD, Melbourne","CBD, Melbourne",3000,14,-37.8148436133,144.9645302072,0,0
Kung Fu Burger,"Burger, Asian",4.3,Very Good,98,$,40,2,South Yarra,"South Yarra, Melbourne",Melbourne,3141,14,-37.8465021852,144.9941860512,0,1
Melbourne Kebab Station,"Middle Eastern, Kebab",4.3,Very Good,406,$,40,2,Coburg,"Coburg, Melbourne",Melbourne,3058,14,-37.7425809488,144.9662857130,0,0
Katik Take Away Food,"Middle Eastern, Turkish",4.3,Very Good,230,$,40,2,Campbellfield,"Campbellfield, Melbourne",Melbourne,3061,14,-37.6667506089,144.9480191991,0,0
Popula Japanese Take Away,"Japanese, Sushi, Teriyaki",4.3,Very Good,142,$,30,2,Ivanhoe,"Ivanhoe, Melbourne",Melbourne,3079,14,-37.7681611775,145.0427866727,0,0
