name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Niko Niko's,Greek,4.9,Excellent,1352,$,35,3,Montrose,"Montrose, Houston",Houston,77006,216,29.7464728000,-95.3921489000,0,0
Lankford Grocery,"American, Burger",4.9,Excellent,439,$,25,2,Midtown,"Midtown, Houston",Houston,77006,216,29.7500455000,-95.3838695000,0,0
Mel's Country Cafe,Southern,4.9,Excellent,301,$,35,3,Tomball,"Tomball, Houston",Houston,77375,216,30.1232042000,-95.5963154000,0,0
Ephesus Mediterranean Grill,"Mediterranean, Greek",4.9,Excellent,195,$,75,4,Katy,"Katy, Houston",Houston,77450,216,29.7767600000,-95.7529849000,0,0
Tiny Boxwood's,American,4.8,Excellent,442,$,0,1,Upper Kirby,"Upper Kirby, Houston",Houston,77027,216,29.7385100000,-95.4350950000,0,0
The Breakfast Klub,Southern,4.7,Excellent,635,$,30,3,Midtown,"Midtown, Houston",Houston,77002,216,29.7384586000,-95.3804184000,0,0
Fogo de Chão,"Brazilian, Steak",4.7,Excellent,842,$,70,4,Briar Meadow,"Briar Meadow, Houston",Houston,77063,216,29.7381232000,-95.5119140000,0,0
Teotihuacan Mexican Cafe,Mexican,4.7,Excellent,289,$,30,3,The Heights,"The Heights, Houston",Houston,77009,216,29.7990045000,-95.3821812000,0,0
Captain Tom's Seafood & Oyster,Seafood,4.7,Excellent,174,$,35,3,Katy,"Katy, Houston",Houston,77450,216,29.7843649000,-95.7290209000,0,0
Kenny & Ziggy's New York Deli,Deli,4.6,Excellent,469,$,45,3,Galleria,"Galleria, Houston",Houston,77056,216,29.7429830000,-95.4608410000,0,0
Backstreet Cafe,New American,4.6,Excellent,572,$,100,4,River Oaks,"River Oaks, Houston",Houston,77019,216,29.7552973000,-95.4086418000,0,0
