name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
S'MAC,American,4.8,Excellent,618,$,25,2,East Village,East Village,New York City,10003,216,40.7303694444,-73.9840388889,0,0
Mamoun's Falafel,Middle Eastern,4.5,Excellent,332,$,30,2,"West 3rd Street, Greenwich Village","West 3rd Street, Greenwich Village, New York City",New York City,10012,216,40.7303416667,-74.0005416667,0,0
Taco King,Mexican,4.5,Excellent,32,$,20,2,Forest Hills,Forest Hills,New York City,11375,216,40.7328416667,-73.8494250000,0,0
Dominique Ansel Bakery,"Bakery, Desserts, Sandwich",4.4,Very Good,305,$,35,2,Greenwich Village,Greenwich Village,New York City,10012,216,40.7250861111,-74.0031138889,0,0
Gaby's Pizza,Pizza,4.4,Very Good,34,$,20,2,Holliswood,Holliswood,New York City,11423,216,40.7208833333,-73.7605750000,0,0
Arbuz,Desserts,4.4,Very Good,12,$,25,2,"Sheepshead Bay Road, Sheepshead Bay","Sheepshead Bay Road, Sheepshead Bay, New York City",New York City,11235,216,40.5858111111,-73.9518138889,0,0
My Little Pizzeria,Pizza,4.3,Very Good,46,$,40,3,"Court Street, Brooklyn Heights","Court Street, Brooklyn Heights, New York City",New York City,11201,216,40.6901194444,-73.9918666667,0,0
Original Pizzerria,"Pizza, Italian",4.3,Very Good,23,$,35,2,"Avenue L, Canarsie","Avenue L, Canarsie, New York City",New York City,11236,216,40.6378138889,-73.8964833333,0,0
Benjy's Kosher Pizza Dairy Restaurant & Sushi Bar,"American, Italian, Sushi",4.3,Very Good,12,$,30,2,Kew Gardens Hills,Kew Gardens Hills,New York City,11367,216,40.7249055556,-73.8210361111,0,0
Murray's Bagels,"Bagels, Fast Food, Coffee and Tea",4.1,Very Good,132,$,15,1,"Chelsea, Manhattan","Chelsea, Manhattan",New York City,10011,216,40.7449111111,-73.9989694444,0,0
Petey's Burger,"Burger, Fast Food",4.2,Very Good,52,$,25,2,Astoria,Astoria,New York City,11102,216,40.7670555556,-73.9218305556,0,0
Kum Kau,Chinese,4.2,Very Good,49,$,30,2,Clinton Hill,Clinton Hill,New York City,11205,216,40.6934750000,-73.9667805556,0,0
L.A. Burrito,Tex-Mex,4.2,Very Good,21,$,20,2,Bushwick,Bushwick,New York City,11237,216,40.7023083333,-73.9284277778,0,0
Tacos & Burritos Grill,"Mexican, Taco",4.2,Very Good,16,$,30,2,Windsor Terrace,Windsor Terrace,New York City,11215,216,40.6589138889,-73.9814833333,0,0
Habana Outpost,"Cuban, Mexican",4.1,Very Good,74,$,30,2,Downtown Brooklyn,Downtown Brooklyn,New York City,11217,216,40.6864083333,-73.9742444444,0,0
Jimmy Max,"Italian, Pizza, Seafood",4.1,Very Good,47,$,75,4,Westerleigh,Westerleigh,New York City,10314,216,40.6161243000,-74.1386246000,0,0
Golan Heights,Middle Eastern,4.1,Very Good,26,$,30,2,Washington Heights,Washington Heights,New York City,10033,216,40.8515694444,-73.9283055556,0,0
Memo Turkish Shish Kebab,Mediterranean,4.1,Very Good,19,$,40,3,Sheepshead Bay,Sheepshead Bay,New York City,11229,216,40.6102722222,-73.9549333333,0,0
Maharaja Sweets & Snacks,Indian,4.1,Very Good,21,$,30,2,Jackson Heights,Jackson Heights,New York City,11372,216,40.7488750000,-73.8923861111,0,0
Terrace Bagels,"Bagels, Sandwich",4.1,Very Good,29,$,20,2,Windsor Terrace,Windsor Terrace,New York City,11215,216,40.6599972222,-73.9806833333,0,0
Island Burger,"Burger, Caribbean",4.1,Very Good,26,$,35,2,East Flatbush,East Flatbush,New York City,11203,216,40.6507083333,-73.9303361111,0,0
Acapulco Restaurant,"American, Mexican",4.1,Very Good,21,$,35,2,Williamsburg,Williamsburg,New York City,11222,216,40.7366472222,-73.9553083333,0,0
Famous Pino's La Forchetta Pizzeria,Pizza,4.1,Very Good,19,$,45,3,Park Slope,Park Slope,New York City,11215,216,40.6713944444,-73.9777833333,0,0
El Campeon de Los Pollos,Spanish,4.1,Very Good,15,$,25,2,Richmond Hill,Richmond Hill,New York City,11420,216,40.6802111111,-73.8212138889,0,0
